year,month,fleet,Nsamp,length,freq
2016,5,3,305.30652,280,1.99547
2016,5,3,305.30652,290,0
2016,5,3,305.30652,300,0
2016,5,3,305.30652,310,0
2017,5,3,149.66835,30,0
2017,5,3,149.66835,40,0
2017,5,3,149.66835,50,0
2017,5,3,149.66835,60,0
2017,5,3,149.66835,70,0
2017,5,3,149.66835,80,0
2017,5,3,149.66835,90,3.99116
2017,5,3,149.66835,100,0
2017,5,3,149.66835,110,0
2017,5,3,149.66835,120,0
2017,5,3,149.66835,130,1.99558
2017,5,3,149.66835,140,7.98231
2017,5,3,149.66835,150,16.96241
2017,5,3,149.66835,160,2.99337
2017,5,3,149.66835,170,9.97789
2017,5,3,149.66835,180,23.94694
2017,5,3,149.66835,190,13.96905
2017,5,3,149.66835,200,11.97347
2017,5,3,149.66835,210,17.9602
2017,5,3,149.66835,220,9.97789
2017,5,3,149.66835,230,5.98673
2017,5,3,149.66835,240,3.99116
2017,5,3,149.66835,250,0
2017,5,3,149.66835,260,5.98673
2017,5,3,149.66835,270,1.99558
2017,5,3,149.66835,280,1.99558
2017,5,3,149.66835,290,0
2017,5,3,149.66835,300,0
2017,5,3,149.66835,310,0
2018,5,3,76,30,0
2018,5,3,76,40,0
2018,5,3,76,50,0
2018,5,3,76,60,0
2018,5,3,76,70,0
2018,5,3,76,80,0
2018,5,3,76,90,2
2018,5,3,76,100,0
2018,5,3,76,110,2
2018,5,3,76,120,4
2018,5,3,76,130,0
2018,5,3,76,140,4
2018,5,3,76,150,0
2018,5,3,76,160,2
2018,5,3,76,170,6
2018,5,3,76,180,8
2018,5,3,76,190,16
2018,5,3,76,200,6
2018,5,3,76,210,6
2018,5,3,76,220,0
2018,5,3,76,230,4
2018,5,3,76,240,0
2018,5,3,76,250,2
2018,5,3,76,260,2
2018,5,3,76,270,0
2018,5,3,76,280,0
2018,5,3,76,290,0
2018,5,3,76,300,0
2018,5,3,76,310,0
2019,5,3,364.74078,30,0
2019,5,3,364.74078,40,0
2019,5,3,364.74078,50,0
2019,5,3,364.74078,60,0
2019,5,3,364.74078,70,0
2019,5,3,364.74078,80,0
2019,5,3,364.74078,90,9.75243
2019,5,3,364.74078,100,11.70291
2019,5,3,364.74078,110,7.80194
2019,5,3,364.74078,120,7.80194
2019,5,3,364.74078,130,7.80194
2019,5,3,364.74078,140,5.85146
2019,5,3,364.74078,150,11.70291
2019,5,3,364.74078,160,11.70291
2019,5,3,364.74078,170,11.70291
2019,5,3,364.74078,180,10.72767
2019,5,3,364.74078,190,30.23252
2019,5,3,364.74078,200,13.6534
2019,5,3,364.74078,210,25.35631
2019,5,3,364.74078,220,19.50485
2019,5,3,364.74078,230,9.75243
2019,5,3,364.74078,240,7.80194
2019,5,3,364.74078,250,7.80194
2019,5,3,364.74078,260,1.95049
2019,5,3,364.74078,270,0
2019,5,3,364.74078,280,0
2019,5,3,364.74078,290,0
2019,5,3,364.74078,300,0
2019,5,3,364.74078,310,0
2020,5,3,32,30,0
2020,5,3,32,40,0
2020,5,3,32,50,0
2020,5,3,32,60,0
2020,5,3,32,70,0
2020,5,3,32,80,0
2020,5,3,32,90,0
2020,5,3,32,100,0
2020,5,3,32,110,0
2020,5,3,32,120,0
2020,5,3,32,130,0
2020,5,3,32,140,0
2020,5,3,32,150,0
2020,5,3,32,160,0
2020,5,3,32,170,4.28412
2020,5,3,32,180,2.14206
2020,5,3,32,190,5.28969
2020,5,3,32,200,7.43175
2020,5,3,32,210,4.28412
2020,5,3,32,220,0
2020,5,3,32,230,2.14206
2020,5,3,32,240,2.14206
2020,5,3,32,250,2.14206
2020,5,3,32,260,0
2020,5,3,32,270,0
2020,5,3,32,280,0
2020,5,3,32,290,0
2020,5,3,32,300,0
2020,5,3,32,310,0
2023,5,3,152,30,0
2023,5,3,152,40,0
2023,5,3,152,50,0
2023,5,3,152,60,0
2023,5,3,152,70,0
2023,5,3,152,80,0
2023,5,3,152,90,0
2023,5,3,152,100,0
2023,5,3,152,110,0
2023,5,3,152,120,3.69223
2023,5,3,152,130,2.68148
2023,5,3,152,140,5.36296
2023,5,3,152,150,8.39522
2023,5,3,152,160,9.0552
2023,5,3,152,170,3.69223
2023,5,3,152,180,19.12115
2023,5,3,152,190,23.49415
2023,5,3,152,200,37.91231
2023,5,3,152,210,4.70299
2023,5,3,152,220,6.72449
2023,5,3,152,230,5.36296
2023,5,3,152,240,11.73668
2023,5,3,152,250,6.37372
2023,5,3,152,260,1.01075
2023,5,3,152,270,2.68148
2023,5,3,152,280,0
2023,5,3,152,290,0
2023,5,3,152,300,0
2023,5,3,152,310,0
1993,5,6,32,30,0
1993,5,6,32,40,0
1993,5,6,32,50,0
1993,5,6,32,60,2
1993,5,6,32,70,0
1993,5,6,32,80,0
1993,5,6,32,90,0
1993,5,6,32,100,0
1993,5,6,32,110,0
1993,5,6,32,120,4
1993,5,6,32,130,1
1993,5,6,32,140,3
1993,5,6,32,150,2
1993,5,6,32,160,0
1993,5,6,32,170,2
1993,5,6,32,180,4
1993,5,6,32,190,4
1993,5,6,32,200,2
1993,5,6,32,210,2
1993,5,6,32,220,2
1993,5,6,32,230,2
1993,5,6,32,240,2
1993,5,6,32,250,0
1993,5,6,32,260,0
1993,5,6,32,270,0
1993,5,6,32,280,0
1993,5,6,32,290,0
1993,5,6,32,300,0
1993,5,6,32,310,0
1997,5,6,32,30,0
1997,5,6,32,40,0
1997,5,6,32,50,0
1997,5,6,32,60,0
1997,5,6,32,70,0
1997,5,6,32,80,0
1997,5,6,32,90,0
1997,5,6,32,100,2
1997,5,6,32,110,0
1997,5,6,32,120,0
1997,5,6,32,130,0
1997,5,6,32,140,2
1997,5,6,32,150,2
1997,5,6,32,160,4
1997,5,6,32,170,4
1997,5,6,32,180,4
1997,5,6,32,190,2
1997,5,6,32,200,8
1997,5,6,32,210,2
1997,5,6,32,220,2
1997,5,6,32,230,0
1997,5,6,32,240,0
1997,5,6,32,250,0
1997,5,6,32,260,0
1997,5,6,32,270,0
1997,5,6,32,280,0
1997,5,6,32,290,0
1997,5,6,32,300,0
1997,5,6,32,310,0
2004,8,7,228.88123,30,0
2004,8,7,228.88123,40,0
2004,8,7,228.88123,50,0
2004,8,7,228.88123,60,0
2004,8,7,228.88123,70,0
2004,8,7,228.88123,80,0
2004,8,7,228.88123,90,7.42009
2004,8,7,228.88123,100,11.64474
2004,8,7,228.88123,110,18.24012
2004,8,7,228.88123,120,20.71422
2004,8,7,228.88123,130,24.83551
2004,8,7,228.88123,140,14.53008
2004,8,7,228.88123,150,12.5728
2004,8,7,228.88123,160,19.78616
2004,8,7,228.88123,170,13.80874
2004,8,7,228.88123,180,14.01547
2004,8,7,228.88123,190,31.12301
2004,8,7,228.88123,200,17.62215
2004,8,7,228.88123,210,10.20207
2004,8,7,228.88123,220,5.87405
2004,8,7,228.88123,230,2.16401
2004,8,7,228.88123,240,1.44267
2004,8,7,228.88123,250,0.72134
2004,8,7,228.88123,260,2.16401
2004,8,7,228.88123,270,0
2004,8,7,228.88123,280,0
2004,8,7,228.88123,290,0
2004,8,7,228.88123,300,0
2004,8,7,228.88123,310,0
2004,11,7,64.15326,30,0
2004,11,7,64.15326,40,0
2004,11,7,64.15326,50,0
2004,11,7,64.15326,60,0
2004,11,7,64.15326,70,0
2004,11,7,64.15326,80,0
2004,11,7,64.15326,90,0.70498
2004,11,7,64.15326,100,0.70498
2004,11,7,64.15326,110,8.45977
2004,11,7,64.15326,120,6.34483
2004,11,7,64.15326,130,5.63985
2004,11,7,64.15326,140,6.34483
2004,11,7,64.15326,150,3.87739
2004,11,7,64.15326,160,4.58238
2004,11,7,64.15326,170,3.87739
2004,11,7,64.15326,180,7.04981
2004,11,7,64.15326,190,5.28736
2004,11,7,64.15326,200,4.58238
2004,11,7,64.15326,210,2.81992
2004,11,7,64.15326,220,1.05747
2004,11,7,64.15326,230,0.70498
2004,11,7,64.15326,240,0.70498
2004,11,7,64.15326,250,1.05747
2004,11,7,64.15326,260,0
2004,11,7,64.15326,270,0.35249
2004,11,7,64.15326,280,0
2004,11,7,64.15326,290,0
2004,11,7,64.15326,300,0
2004,11,7,64.15326,310,0
2000,2,8,91.89073,30,0
2000,2,8,91.89073,40,0
2000,2,8,91.89073,50,0
2000,2,8,91.89073,60,0
2000,2,8,91.89073,70,0
2000,2,8,91.89073,80,1.67074
2000,2,8,91.89073,90,6.68296
2000,2,8,91.89073,100,1.67074
2000,2,8,91.89073,110,3.34148
2000,2,8,91.89073,120,6.68296
2000,2,8,91.89073,130,21.71963
2000,2,8,91.89073,140,8.3537
2000,2,8,91.89073,150,16.7074
2000,2,8,91.89073,160,5.01222
2000,2,8,91.89073,170,8.3537
2000,2,8,91.89073,180,1.67074
2000,2,8,91.89073,190,3.34148
2000,2,8,91.89073,200,3.34148
2000,2,8,91.89073,210,3.34148
2000,2,8,91.89073,220,0
2000,2,8,91.89073,230,0
2000,2,8,91.89073,240,0
2000,2,8,91.89073,250,0
2000,2,8,91.89073,260,0
2000,2,8,91.89073,270,0
2000,2,8,91.89073,280,0
2000,2,8,91.89073,290,0
2000,2,8,91.89073,300,0
2000,2,8,91.89073,310,0
2001,5,8,139.54013,30,0
2001,5,8,139.54013,40,0
2001,5,8,139.54013,50,4.86768
2001,5,8,139.54013,60,1.62256
2001,5,8,139.54013,70,8.1128
2001,5,8,139.54013,80,6.49024
2001,5,8,139.54013,90,4.86768
2001,5,8,139.54013,100,9.73536
2001,5,8,139.54013,110,8.1128
2001,5,8,139.54013,120,8.1128
2001,5,8,139.54013,130,24.33839
2001,5,8,139.54013,140,8.1128
2001,5,8,139.54013,150,16.2256
2001,5,8,139.54013,160,4.86768
2001,5,8,139.54013,170,14.60304
2001,5,8,139.54013,180,4.86768
2001,5,8,139.54013,190,11.35792
2001,5,8,139.54013,200,0
2001,5,8,139.54013,210,0
2001,5,8,139.54013,220,1.62256
2001,5,8,139.54013,230,0
2001,5,8,139.54013,240,1.62256
2001,5,8,139.54013,250,0
2001,5,8,139.54013,260,0
2001,5,8,139.54013,270,0
2001,5,8,139.54013,280,0
2001,5,8,139.54013,290,0
2001,5,8,139.54013,300,0
2001,5,8,139.54013,310,0
2002,5,8,71.83071,30,0
2002,5,8,71.83071,40,0
2002,5,8,71.83071,50,0
2002,5,8,71.83071,60,0
2002,5,8,71.83071,70,2.76272
2002,5,8,71.83071,80,6.9068
2002,5,8,71.83071,90,2.76272
2002,5,8,71.83071,100,5.52544
2002,5,8,71.83071,110,2.76272
2002,5,8,71.83071,120,2.76272
2002,5,8,71.83071,130,5.52544
2002,5,8,71.83071,140,12.43224
2002,5,8,71.83071,150,13.8136
2002,5,8,71.83071,160,8.28816
2002,5,8,71.83071,170,6.9068
2002,5,8,71.83071,180,0
2002,5,8,71.83071,190,0
2002,5,8,71.83071,200,1.38136
2002,5,8,71.83071,210,0
2002,5,8,71.83071,220,0
2002,5,8,71.83071,230,0
2002,5,8,71.83071,240,0
2002,5,8,71.83071,250,0
2002,5,8,71.83071,260,0
2002,5,8,71.83071,270,0
2002,5,8,71.83071,280,0
2002,5,8,71.83071,290,0
2002,5,8,71.83071,300,0
2002,5,8,71.83071,310,0
2002,8,8,167.34132,30,0
2002,8,8,167.34132,40,0
2002,8,8,167.34132,50,0
2002,8,8,167.34132,60,3.22721
2002,8,8,167.34132,70,1.61361
2002,8,8,167.34132,80,4.84082
2002,8,8,167.34132,90,12.90885
2002,8,8,167.34132,100,9.68164
2002,8,8,167.34132,110,4.84082
2002,8,8,167.34132,120,12.90885
2002,8,8,167.34132,130,11.29524
2002,8,8,167.34132,140,12.69115
2002,8,8,167.34132,150,24.72919
2002,8,8,167.34132,160,17.31426
2002,8,8,167.34132,170,20.32377
2002,8,8,167.34132,180,12.69115
2002,8,8,167.34132,190,12.25574
2002,8,8,167.34132,200,3.00951
2002,8,8,167.34132,210,1.50476
2002,8,8,167.34132,220,1.50476
2002,8,8,167.34132,230,0
2002,8,8,167.34132,240,0
2002,8,8,167.34132,250,0
2002,8,8,167.34132,260,0
2002,8,8,167.34132,270,0
2002,8,8,167.34132,280,0
2002,8,8,167.34132,290,0
2002,8,8,167.34132,300,0
2002,8,8,167.34132,310,0
2003,11,8,141.29913,30,0
2003,11,8,141.29913,40,0
2003,11,8,141.29913,50,0
2003,11,8,141.29913,60,5.11953
2003,11,8,141.29913,70,7.16735
2003,11,8,141.29913,80,3.07172
2003,11,8,141.29913,90,1.02391
2003,11,8,141.29913,100,6.14344
2003,11,8,141.29913,110,23.54985
2003,11,8,141.29913,120,15.3586
2003,11,8,141.29913,130,16.38251
2003,11,8,141.29913,140,22.52595
2003,11,8,141.29913,150,10.23907
2003,11,8,141.29913,160,14.33469
2003,11,8,141.29913,170,8.19125
2003,11,8,141.29913,180,6.14344
2003,11,8,141.29913,190,1.02391
2003,11,8,141.29913,200,1.02391
2003,11,8,141.29913,210,0
2003,11,8,141.29913,220,0
2003,11,8,141.29913,230,0
2003,11,8,141.29913,240,0
2003,11,8,141.29913,250,0
2003,11,8,141.29913,260,0
2003,11,8,141.29913,270,0
2003,11,8,141.29913,280,0
2003,11,8,141.29913,290,0
2003,11,8,141.29913,300,0
2003,11,8,141.29913,310,0
2004,5,8,97.13609,30,0
2004,5,8,97.13609,40,0
2004,5,8,97.13609,50,0
2004,5,8,97.13609,60,1.70414
2004,5,8,97.13609,70,0
2004,5,8,97.13609,80,1.70414
2004,5,8,97.13609,90,2.55621
2004,5,8,97.13609,100,5.11243
2004,5,8,97.13609,110,12.78107
2004,5,8,97.13609,120,19.59763
2004,5,8,97.13609,130,14.48521
2004,5,8,97.13609,140,13.63314
2004,5,8,97.13609,150,5.9645
2004,5,8,97.13609,160,9.37278
2004,5,8,97.13609,170,3.40828
2004,5,8,97.13609,180,0.85207
2004,5,8,97.13609,190,4.26036
2004,5,8,97.13609,200,0.85207
2004,5,8,97.13609,210,0
2004,5,8,97.13609,220,0.85207
2004,5,8,97.13609,230,0
2004,5,8,97.13609,240,0
2004,5,8,97.13609,250,0
2004,5,8,97.13609,260,0
2004,5,8,97.13609,270,0
2004,5,8,97.13609,280,0
2004,5,8,97.13609,290,0
2004,5,8,97.13609,300,0
2004,5,8,97.13609,310,0
2004,8,8,54.15677,30,0
2004,8,8,54.15677,40,0
2004,8,8,54.15677,50,0
2004,8,8,54.15677,60,0
2004,8,8,54.15677,70,0
2004,8,8,54.15677,80,3.00871
2004,8,8,54.15677,90,2.25653
2004,8,8,54.15677,100,3.00871
2004,8,8,54.15677,110,2.25653
2004,8,8,54.15677,120,4.51306
2004,8,8,54.15677,130,11.28266
2004,8,8,54.15677,140,7.52177
2004,8,8,54.15677,150,5.26524
2004,8,8,54.15677,160,3.76089
2004,8,8,54.15677,170,3.00871
2004,8,8,54.15677,180,2.25653
2004,8,8,54.15677,190,4.51306
2004,8,8,54.15677,200,0
2004,8,8,54.15677,210,0.75218
2004,8,8,54.15677,220,0
2004,8,8,54.15677,230,0
2004,8,8,54.15677,240,0.75218
2004,8,8,54.15677,250,0
2004,8,8,54.15677,260,0
2004,8,8,54.15677,270,0
2004,8,8,54.15677,280,0
2004,8,8,54.15677,290,0
2004,8,8,54.15677,300,0
2004,8,8,54.15677,310,0
2005,2,8,195.60985,30,0
2005,2,8,195.60985,40,0
2005,2,8,195.60985,50,4.16462
2005,2,8,195.60985,60,2.08231
2005,2,8,195.60985,70,3.04011
2005,2,8,195.60985,80,5.20577
2005,2,8,195.60985,90,7.28808
2005,2,8,195.60985,100,4.16462
2005,2,8,195.60985,110,22.4053
2005,2,8,195.60985,120,20.48969
2005,2,8,195.60985,130,27.52772
2005,2,8,195.60985,140,29.61003
2005,2,8,195.60985,150,24.57096
2005,2,8,195.60985,160,15.45062
2005,2,8,195.60985,170,9.20369
2005,2,8,195.60985,180,11.20265
2005,2,8,195.60985,190,1.04115
2005,2,8,195.60985,200,1.04115
2005,2,8,195.60985,210,0
2005,2,8,195.60985,220,4.08127
2005,2,8,195.60985,230,3.04011
2005,2,8,195.60985,240,0
2005,2,8,195.60985,250,0
2005,2,8,195.60985,260,0
2005,2,8,195.60985,270,0
2005,2,8,195.60985,280,0
2005,2,8,195.60985,290,0
2005,2,8,195.60985,300,0
2005,2,8,195.60985,310,0
2005,5,8,41.08509,30,0
2005,5,8,41.08509,40,0
2005,5,8,41.08509,50,0
2005,5,8,41.08509,60,0
2005,5,8,41.08509,70,0.66266
2005,5,8,41.08509,80,2.65065
2005,5,8,41.08509,90,3.31331
2005,5,8,41.08509,100,6.62663
2005,5,8,41.08509,110,2.65065
2005,5,8,41.08509,120,0.66266
2005,5,8,41.08509,130,2.65065
2005,5,8,41.08509,140,6.62663
2005,5,8,41.08509,150,3.97598
2005,5,8,41.08509,160,4.63864
2005,5,8,41.08509,170,1.98799
2005,5,8,41.08509,180,1.98799
2005,5,8,41.08509,190,0
2005,5,8,41.08509,200,1.32533
2005,5,8,41.08509,210,0
2005,5,8,41.08509,220,0
2005,5,8,41.08509,230,0.66266
2005,5,8,41.08509,240,0
2005,5,8,41.08509,250,0
2005,5,8,41.08509,260,0
2005,5,8,41.08509,270,0
2005,5,8,41.08509,280,0.66266
2005,5,8,41.08509,290,0
2005,5,8,41.08509,300,0
2005,5,8,41.08509,310,0
2005,8,8,79.11111,30,0
2005,8,8,79.11111,40,0
2005,8,8,79.11111,50,0
2005,8,8,79.11111,60,0
2005,8,8,79.11111,70,0.71919
2005,8,8,79.11111,80,1.43838
2005,8,8,79.11111,90,0.71919
2005,8,8,79.11111,100,2.15758
2005,8,8,79.11111,110,2.87677
2005,8,8,79.11111,120,3.59596
2005,8,8,79.11111,130,6.47273
2005,8,8,79.11111,140,12.94545
2005,8,8,79.11111,150,11.50707
2005,8,8,79.11111,160,10.06869
2005,8,8,79.11111,170,6.47273
2005,8,8,79.11111,180,4.31515
2005,8,8,79.11111,190,5.75354
2005,8,8,79.11111,200,7.19192
2005,8,8,79.11111,210,0.71919
2005,8,8,79.11111,220,0
2005,8,8,79.11111,230,0.71919
2005,8,8,79.11111,240,0.71919
2005,8,8,79.11111,250,0.71919
2005,8,8,79.11111,260,0
2005,8,8,79.11111,270,0
2005,8,8,79.11111,280,0
2005,8,8,79.11111,290,0
2005,8,8,79.11111,300,0
2005,8,8,79.11111,310,0
2005,11,8,54.66597,30,0
2005,11,8,54.66597,40,0
2005,11,8,54.66597,50,0
2005,11,8,54.66597,60,0
2005,11,8,54.66597,70,0
2005,11,8,54.66597,80,2.12984
2005,11,8,54.66597,90,2.12984
2005,11,8,54.66597,100,2.83979
2005,11,8,54.66597,110,7.80942
2005,11,8,54.66597,120,2.12984
2005,11,8,54.66597,130,2.83979
2005,11,8,54.66597,140,6.38953
2005,11,8,54.66597,150,8.51937
2005,11,8,54.66597,160,4.96963
2005,11,8,54.66597,170,7.80942
2005,11,8,54.66597,180,3.54974
2005,11,8,54.66597,190,2.83979
2005,11,8,54.66597,200,0
2005,11,8,54.66597,210,0.70995
2005,11,8,54.66597,220,0
2005,11,8,54.66597,230,0
2005,11,8,54.66597,240,0
2005,11,8,54.66597,250,0
2005,11,8,54.66597,260,0
2005,11,8,54.66597,270,0
2005,11,8,54.66597,280,0
2005,11,8,54.66597,290,0
2005,11,8,54.66597,300,0
2005,11,8,54.66597,310,0
2006,2,8,74.35117,30,0
2006,2,8,74.35117,40,0
2006,2,8,74.35117,50,0
2006,2,8,74.35117,60,0
2006,2,8,74.35117,70,0.73615
2006,2,8,74.35117,80,2.20845
2006,2,8,74.35117,90,4.4169
2006,2,8,74.35117,100,3.68075
2006,2,8,74.35117,110,5.8892
2006,2,8,74.35117,120,8.09765
2006,2,8,74.35117,130,7.3615
2006,2,8,74.35117,140,9.56995
2006,2,8,74.35117,150,8.8338
2006,2,8,74.35117,160,7.3615
2006,2,8,74.35117,170,5.8892
2006,2,8,74.35117,180,2.9446
2006,2,8,74.35117,190,0.73615
2006,2,8,74.35117,200,2.20845
2006,2,8,74.35117,210,1.4723
2006,2,8,74.35117,220,2.20845
2006,2,8,74.35117,230,0.73615
2006,2,8,74.35117,240,0
2006,2,8,74.35117,250,0
2006,2,8,74.35117,260,0
2006,2,8,74.35117,270,0
2006,2,8,74.35117,280,0
2006,2,8,74.35117,290,0
2006,2,8,74.35117,300,0
2006,2,8,74.35117,310,0
2006,8,8,137.63284,30,0
2006,8,8,137.63284,40,0
2006,8,8,137.63284,50,0.73094
2006,8,8,137.63284,60,0
2006,8,8,137.63284,70,3.07716
2006,8,8,137.63284,80,6.15431
2006,8,8,137.63284,90,5.26997
2006,8,8,137.63284,100,34.42626
2006,8,8,137.63284,110,12.15522
2006,8,8,137.63284,120,12.88616
2006,8,8,137.63284,130,5.8475
2006,8,8,137.63284,140,19.77141
2006,8,8,137.63284,150,8.19372
2006,8,8,137.63284,160,6.73184
2006,8,8,137.63284,170,3.65469
2006,8,8,137.63284,180,3.65469
2006,8,8,137.63284,190,4.38563
2006,8,8,137.63284,200,3.80809
2006,8,8,137.63284,210,3.80809
2006,8,8,137.63284,220,0
2006,8,8,137.63284,230,3.07716
2006,8,8,137.63284,240,0
2006,8,8,137.63284,250,0
2006,8,8,137.63284,260,0
2006,8,8,137.63284,270,0
2006,8,8,137.63284,280,0
2006,8,8,137.63284,290,0
2006,8,8,137.63284,300,0
2006,8,8,137.63284,310,0
2010,8,8,96.37254,30,0
2010,8,8,96.37254,40,0
2010,8,8,96.37254,50,0
2010,8,8,96.37254,60,0
2010,8,8,96.37254,70,1.33851
2010,8,8,96.37254,80,1.33851
2010,8,8,96.37254,90,12.04657
2010,8,8,96.37254,100,17.4006
2010,8,8,96.37254,110,6.69254
2010,8,8,96.37254,120,6.69254
2010,8,8,96.37254,130,5.35403
2010,8,8,96.37254,140,5.35403
2010,8,8,96.37254,150,8.03104
2010,8,8,96.37254,160,5.35403
2010,8,8,96.37254,170,4.01552
2010,8,8,96.37254,180,9.36955
2010,8,8,96.37254,190,6.69254
2010,8,8,96.37254,200,5.35403
2010,8,8,96.37254,210,0
2010,8,8,96.37254,220,1.33851
2010,8,8,96.37254,230,0
2010,8,8,96.37254,240,0
2010,8,8,96.37254,250,0
2010,8,8,96.37254,260,0
2010,8,8,96.37254,270,0
2010,8,8,96.37254,280,0
2010,8,8,96.37254,290,0
2010,8,8,96.37254,300,0
2010,8,8,96.37254,310,0
2011,5,8,107.61206,30,0
2011,5,8,107.61206,40,0
2011,5,8,107.61206,50,0
2011,5,8,107.61206,60,0
2011,5,8,107.61206,70,0
2011,5,8,107.61206,80,3.98563
2011,5,8,107.61206,90,10.62835
2011,5,8,107.61206,100,11.9569
2011,5,8,107.61206,110,9.29981
2011,5,8,107.61206,120,17.27107
2011,5,8,107.61206,130,14.61398
2011,5,8,107.61206,140,6.64272
2011,5,8,107.61206,150,6.64272
2011,5,8,107.61206,160,9.29981
2011,5,8,107.61206,170,1.32854
2011,5,8,107.61206,180,6.64272
2011,5,8,107.61206,190,3.98563
2011,5,8,107.61206,200,1.32854
2011,5,8,107.61206,210,2.65709
2011,5,8,107.61206,220,1.32854
2011,5,8,107.61206,230,0
2011,5,8,107.61206,240,0
2011,5,8,107.61206,250,0
2011,5,8,107.61206,260,0
2011,5,8,107.61206,270,0
2011,5,8,107.61206,280,0
2011,5,8,107.61206,290,0
2011,5,8,107.61206,300,0
2011,5,8,107.61206,310,0
2012,2,8,87.45624,30,0
2012,2,8,87.45624,40,0
2012,2,8,87.45624,50,0
2012,2,8,87.45624,60,1.38819
2012,2,8,87.45624,70,1.38819
2012,2,8,87.45624,80,5.55278
2012,2,8,87.45624,90,5.55278
2012,2,8,87.45624,100,8.32917
2012,2,8,87.45624,110,8.32917
2012,2,8,87.45624,120,2.77639
2012,2,8,87.45624,130,8.32917
2012,2,8,87.45624,140,6.94097
2012,2,8,87.45624,150,8.32917
2012,2,8,87.45624,160,4.16458
2012,2,8,87.45624,170,9.71736
2012,2,8,87.45624,180,6.94097
2012,2,8,87.45624,190,6.94097
2012,2,8,87.45624,200,1.38819
2012,2,8,87.45624,210,1.38819
2012,2,8,87.45624,220,0
2012,2,8,87.45624,230,0
2012,2,8,87.45624,240,0
2012,2,8,87.45624,250,0
2012,2,8,87.45624,260,0
2012,2,8,87.45624,270,0
2012,2,8,87.45624,280,0
2012,2,8,87.45624,290,0
2012,2,8,87.45624,300,0
2012,2,8,87.45624,310,0
2012,5,8,313.46242,30,0
2012,5,8,313.46242,40,0
2012,5,8,313.46242,50,2.79877
2012,5,8,313.46242,60,2.79877
2012,5,8,313.46242,70,15.39324
2012,5,8,313.46242,80,5.59754
2012,5,8,313.46242,90,13.99386
2012,5,8,313.46242,100,6.99693
2012,5,8,313.46242,110,16.79263
2012,5,8,313.46242,120,20.99079
2012,5,8,313.46242,130,22.39017
2012,5,8,313.46242,140,39.1828
2012,5,8,313.46242,150,33.58526
2012,5,8,313.46242,160,26.58833
2012,5,8,313.46242,170,25.18894
2012,5,8,313.46242,180,26.58833
2012,5,8,313.46242,190,23.78956
2012,5,8,313.46242,200,9.7957
2012,5,8,313.46242,210,9.7957
2012,5,8,313.46242,220,5.59754
2012,5,8,313.46242,230,0
2012,5,8,313.46242,240,4.19816
2012,5,8,313.46242,250,0
2012,5,8,313.46242,260,1.39939
2012,5,8,313.46242,270,0
2012,5,8,313.46242,280,0
2012,5,8,313.46242,290,0
2012,5,8,313.46242,300,0
2012,5,8,313.46242,310,0
2012,8,8,489.17607,30,0
2012,8,8,489.17607,40,0
2012,8,8,489.17607,50,5.90203
2012,8,8,489.17607,60,6.56782
2012,8,8,489.17607,70,30.37839
2012,8,8,489.17607,80,82.42604
2012,8,8,489.17607,90,39.6363
2012,8,8,489.17607,100,19.18161
2012,8,8,489.17607,110,20.65712
2012,8,8,489.17607,120,19.18161
2012,8,8,489.17607,130,32.05632
2012,8,8,489.17607,140,49.35757
2012,8,8,489.17607,150,22.13263
2012,8,8,489.17607,160,37.95836
2012,8,8,489.17607,170,44.26525
2012,8,8,489.17607,180,36.88771
2012,8,8,489.17607,190,18.97918
2012,8,8,489.17607,200,7.37754
2012,8,8,489.17607,210,10.32856
2012,8,8,489.17607,220,4.42653
2012,8,8,489.17607,230,1.47551
2012,8,8,489.17607,240,0
2012,8,8,489.17607,250,0
2012,8,8,489.17607,260,0
2012,8,8,489.17607,270,0
2012,8,8,489.17607,280,0
2012,8,8,489.17607,290,0
2012,8,8,489.17607,300,0
2012,8,8,489.17607,310,0
2012,11,8,785.9902,30,0
2012,11,8,785.9902,40,0
2012,11,8,785.9902,50,1.8014
2012,11,8,785.9902,60,5.61105
2012,11,8,785.9902,70,11.199
2012,11,8,785.9902,80,35.51356
2012,11,8,785.9902,90,37.36081
2012,11,8,785.9902,100,31.68045
2012,11,8,785.9902,110,27.82461
2012,11,8,785.9902,120,42.81016
2012,11,8,785.9902,130,59.59746
2012,11,8,785.9902,140,102.43108
2012,11,8,785.9902,150,81.74243
2012,11,8,785.9902,160,78.16343
2012,11,8,785.9902,170,70.77372
2012,11,8,785.9902,180,78.30097
2012,11,8,785.9902,190,41.00911
2012,11,8,785.9902,200,46.59706
2012,11,8,785.9902,210,14.9166
2012,11,8,785.9902,220,9.35175
2012,11,8,785.9902,230,5.58795
2012,11,8,785.9902,240,1.87035
2012,11,8,785.9902,250,1.84725
2012,11,8,785.9902,260,0
2012,11,8,785.9902,270,0
2012,11,8,785.9902,280,0
2012,11,8,785.9902,290,0
2012,11,8,785.9902,300,0
2012,11,8,785.9902,310,0
2013,2,8,88.20727,30,0
2013,2,8,88.20727,40,0
2013,2,8,88.20727,50,0
2013,2,8,88.20727,60,0
2013,2,8,88.20727,70,0
2013,2,8,88.20727,80,4.78018
2013,2,8,88.20727,90,7.17027
2013,2,8,88.20727,100,2.39009
