Area,Sex,Yr,Age,F
1,1,1981,0,0.00212075
2,1,1981,0,0.000982999999999956
1,2,1981,0,0.00286200000000014
2,2,1981,0,0.00120975000000012
1,1,1982,0,0.00178374999999997
2,1,1982,0,0.00058025000000006
1,2,1982,0,0.00258500000000006
2,2,1982,0,0.000696750000000135
1,1,1983,0,0.000886750000000047
2,1,1983,0,0.000551500000000038
1,2,1983,0,0.00124675000000007
2,2,1983,0,0.000678000000000067
1,1,1984,0,0.0016815
2,1,1984,0,0.000696750000000024
1,2,1984,0,0.0023557500000001
2,2,1984,0,0.000847750000000036
1,1,1985,0,0.00155000000000005
2,1,1985,0,0.00111375000000002
1,2,1985,0,0.00219725000000004
2,2,1985,0,0.00135200000000002
1,1,1986,0,0.000990500000000005
2,1,1986,0,0.000859249999999978
1,2,1986,0,0.00142200000000003
2,2,1986,0,0.00104825000000008
1,1,1987,0,0.00105425000000003
2,1,1987,0,0.00100699999999998
1,2,1987,0,0.00157150000000006
2,2,1987,0,0.00122725000000012
1,1,1988,0,0.00120475000000009
2,1,1988,0,0.00198350000000003
1,2,1988,0,0.0016830000000001
2,2,1988,0,0.00240450000000003
1,1,1989,0,0.00123450000000003
2,1,1989,0,0.00118724999999997
1,2,1989,0,0.00178800000000012
2,2,1989,0,0.00143325000000005
1,1,1990,0,0.00132750000000004
2,1,1990,0,0.00130325000000009
1,2,1990,0,0.00194775000000003
2,2,1990,0,0.0015892500000001
1,1,1991,0,0.00069549999999996
2,1,1991,0,0.00098750000000003
1,2,1991,0,0.00106275000000011
2,2,1991,0,0.00119700000000011
1,1,1992,0,0.000710749999999982
2,1,1992,0,0.00139475
1,2,1992,0,0.00105225000000009
2,2,1992,0,0.00169900000000012
1,1,1993,0,0.000665000000000027
2,1,1993,0,0.00124299999999999
1,2,1993,0,0.000901250000000076
2,2,1993,0,0.0015042500000001
1,1,1994,0,0.000804750000000021
2,1,1994,0,0.00193250000000011
1,2,1994,0,0.00108625000000007
2,2,1994,0,0.00233800000000006
1,1,1995,0,0.000574750000000068
2,1,1995,0,0.0015670000000001
1,2,1995,0,0.000806000000000084
2,2,1995,0,0.00190525000000008
1,1,1996,0,0.0012572500000001
2,1,1996,0,0.001529
1,2,1996,0,0.00194050000000012
2,2,1996,0,0.00183625000000009
1,1,1997,0,0.00253550000000002
2,1,1997,0,0.00140174999999998
1,2,1997,0,0.00389375000000003
2,2,1997,0,0.00168725000000003
1,1,1998,0,0.00266725000000001
2,1,1998,0,0.00303700000000007
1,2,1998,0,0.0042120000000001
2,2,1998,0,0.00370625000000002
1,1,1999,0,0.00333824999999999
2,1,1999,0,0.00328675
1,2,1999,0,0.00520825000000003
2,2,1999,0,0.00398300000000007
1,1,2000,0,0.00297700000000001
2,1,2000,0,0.003135
1,2,2000,0,0.0045932500000001
2,2,2000,0,0.00373450000000008
1,1,2001,0,0.00352075000000007
2,1,2001,0,0.00414700000000001
1,2,2001,0,0.00544000000000011
2,2,2001,0,0.00503000000000009
1,1,2002,0,0.00339825000000005
2,1,2002,0,0.00740574999999999
1,2,2002,0,0.00527275000000005
2,2,2002,0,0.00900975000000004
1,1,2003,0,0.00255775000000003
2,1,2003,0,0.00556400000000001
1,2,2003,0,0.00388450000000007
2,2,2003,0,0.00668950000000001
1,1,2004,0,0.00249474999999999
2,1,2004,0,0.00802225000000001
1,2,2004,0,0.00385275000000007
2,2,2004,0,0.00975950000000014
1,1,2005,0,0.00254774999999996
2,1,2005,0,0.00472125000000001
1,2,2005,0,0.00390774999999999
2,2,2005,0,0.0057862500000001
1,1,2006,0,0.00156175000000003
2,1,2006,0,0.00732825000000004
1,2,2006,0,0.00235400000000008
2,2,2006,0,0.00916950000000005
1,1,2007,0,0.00152725000000009
2,1,2007,0,0.00567300000000004
1,2,2007,0,0.00227400000000011
2,2,2007,0,0.00705325000000001
1,1,2008,0,0.00193500000000002
2,1,2008,0,0.00761275000000006
1,2,2008,0,0.0028935000000001
2,2,2008,0,0.0092835
1,1,2009,0,0.00215224999999997
2,1,2009,0,0.00852549999999996
1,2,2009,0,0.00310600000000005
2,2,2009,0,0.0103315
1,1,2010,0,0.00245649999999997
2,1,2010,0,0.00557974999999999
1,2,2010,0,0.00343175000000007
2,2,2010,0,0.00679200000000013
1,1,2011,0,0.00382400000000005
2,1,2011,0,0.00835350000000001
1,2,2011,0,0.00510200000000005
2,2,2011,0,0.0101807500000001
1,1,2012,0,0.00269300000000006
2,1,2012,0,0.00794349999999999
1,2,2012,0,0.00367250000000008
2,2,2012,0,0.00963100000000006
1,1,2013,0,0.00274399999999997
2,1,2013,0,0.00889075000000006
1,2,2013,0,0.00376500000000002
2,2,2013,0,0.0108065000000002
1,1,2014,0,0.00191825000000001
2,1,2014,0,0.0108015
1,2,2014,0,0.00276325000000011
2,2,2014,0,0.0131295
1,1,2015,0,0.00228249999999997
2,1,2015,0,0.0118995000000001
1,2,2015,0,0.00327525000000006
2,2,2015,0,0.01440125
1,1,2016,0,0.00219049999999998
2,1,2016,0,0.011548
1,2,2016,0,0.00320900000000002
2,2,2016,0,0.014124
1,1,2017,0,0.00261175000000002
2,1,2017,0,0.01211775
1,2,2017,0,0.00384424999999999
2,2,2017,0,0.0148082500000001
1,1,2018,0,0.00286200000000003
2,1,2018,0,0.01328475
1,2,2018,0,0.0040102500000001
2,2,2018,0,0.0161465000000001
1,1,2019,0,0.00226575000000007
2,1,2019,0,0.01025025
1,2,2019,0,0.00329225000000011
2,2,2019,0,0.0125702500000001
1,1,2020,0,0.00132600000000005
2,1,2020,0,0.00646600000000008
1,2,2020,0,0.00197900000000006
2,2,2020,0,0.00791900000000001
1,1,2021,0,0.00147200000000003
2,1,2021,0,0.00634100000000004
1,2,2021,0,0.00214500000000006
2,2,2021,0,0.0078720000000001
1,1,2022,0,0.00214375
2,1,2022,0,0.00786975000000001
1,2,2022,0,0.00307200000000007
2,2,2022,0,0.00966375000000008
1,1,2023,0,0.00231824999999997
2,1,2023,0,0.00637725
1,2,2023,0,0.00337250000000011
2,2,2023,0,0.0078322500000001
1,1,1952,1,0.000287499999999996
2,1,1952,1,2.50000000001638e-06
1,2,1952,1,0.000335499999999989
2,2,1952,1,2.74999999999581e-06
1,1,1953,1,0.000640250000000009
2,1,1953,1,1.09999999999832e-05
1,2,1953,1,0.000749249999999979
2,2,1953,1,1.32500000000202e-05
1,1,1954,1,0.00315725
2,1,1954,1,0.000315999999999983
1,2,1954,1,0.00367424999999999
2,2,1954,1,0.000419999999999976
1,1,1955,1,0.00142124999999999
2,1,1955,1,0.00115474999999998
1,2,1955,1,0.00171149999999998
2,2,1955,1,0.0015175
1,1,1956,1,0.000994749999999989
2,1,1956,1,0.000992250000000028
1,2,1956,1,0.001168
2,2,1956,1,0.00134175000000003
1,1,1957,1,0.00191550000000001
2,1,1957,1,0.000788999999999984
1,2,1957,1,0.00220549999999997
2,2,1957,1,0.000969500000000012
1,1,1958,1,0.00335774999999999
2,1,1958,1,0.00110549999999998
1,2,1958,1,0.003969
2,2,1958,1,0.00142100000000001
1,1,1959,1,0.00212724999999997
2,1,1959,1,0.00149050000000001
1,2,1959,1,0.00253425000000002
2,2,1959,1,0.00196025
1,1,1960,1,0.00197575
2,1,1960,1,0.000880500000000006
1,2,1960,1,0.00232274999999998
2,2,1960,1,0.00116474999999999
1,1,1961,1,0.00311875
2,1,1961,1,0.00168125000000002
1,2,1961,1,0.00368750000000001
2,2,1961,1,0.00219374999999999
1,1,1962,1,0.00521925000000001
2,1,1962,1,0.001052
1,2,1962,1,0.0062835
2,2,1962,1,0.00128499999999998
1,1,1963,1,0.00610699999999997
2,1,1963,1,0.00223950000000001
1,2,1963,1,0.007351
2,2,1963,1,0.00275150000000002
1,1,1964,1,0.00357599999999997
2,1,1964,1,0.000834999999999975
1,2,1964,1,0.00435950000000002
2,2,1964,1,0.00103675000000003
1,1,1965,1,0.01105
2,1,1965,1,0.00124099999999999
1,2,1965,1,0.01340125
2,2,1965,1,0.00154799999999999
1,1,1966,1,0.010563
2,1,1966,1,0.00175399999999998
1,2,1966,1,0.012876
2,2,1966,1,0.00226950000000004
1,1,1967,1,0.00688999999999995
2,1,1967,1,0.00205650000000002
1,2,1967,1,0.00843450000000001
2,2,1967,1,0.00260474999999999
1,1,1968,1,0.014625
2,1,1968,1,0.00113525000000003
1,2,1968,1,0.01791725
2,2,1968,1,0.00148700000000002
1,1,1969,1,0.00904749999999999
2,1,1969,1,0.00119599999999997
1,2,1969,1,0.011155
2,2,1969,1,0.00164750000000002
1,1,1970,1,0.01053475
2,1,1970,1,0.000950249999999986
1,2,1970,1,0.01270675
2,2,1970,1,0.00126674999999998
1,1,1971,1,0.01635275
2,1,1971,1,0.001247
1,2,1971,1,0.01992625
2,2,1971,1,0.00175549999999997
1,1,1972,1,0.01518175
2,1,1972,1,0.00149199999999999
1,2,1972,1,0.01874475
2,2,1972,1,0.00207325000000003
1,1,1973,1,0.01450175
2,1,1973,1,0.000885750000000018
1,2,1973,1,0.0179995
2,2,1973,1,0.00121300000000002
1,1,1974,1,0.01855375
2,1,1974,1,0.00165550000000003
1,2,1974,1,0.02261975
2,2,1974,1,0.00217374999999997
1,1,1975,1,0.00875024999999996
2,1,1975,1,0.00284225000000005
1,2,1975,1,0.010869
2,2,1975,1,0.00345249999999997
1,1,1976,1,0.016545
2,1,1976,1,0.00363950000000002
1,2,1976,1,0.02009775
2,2,1976,1,0.00456125000000002
1,1,1977,1,0.00381125000000004
2,1,1977,1,0.00221375000000001
1,2,1977,1,0.00466850000000002
2,2,1977,1,0.00273475000000001
1,1,1978,1,0.00762125000000002
2,1,1978,1,0.00206675000000001
1,2,1978,1,0.00937850000000001
2,2,1978,1,0.00247950000000002
1,1,1979,1,0.011238
2,1,1979,1,0.00412400000000002
1,2,1979,1,0.01369525
2,2,1979,1,0.00512175000000004
1,1,1980,1,0.01485925
2,1,1980,1,0.00401799999999997
1,2,1980,1,0.01788025
2,2,1980,1,0.00504424999999997
1,1,1981,1,0.0165335
2,1,1981,1,0.00467275
1,2,1981,1,0.0200355
2,2,1981,1,0.00594300000000003
1,1,1982,1,0.017331
2,1,1982,1,0.00346400000000002
1,2,1982,1,0.02108975
2,2,1982,1,0.00453874999999998
1,1,1983,1,0.01068975
2,1,1983,1,0.00260525
1,2,1983,1,0.01330375
2,2,1983,1,0.00331524999999999
1,1,1984,1,0.01410175
2,1,1984,1,0.00329649999999998
1,2,1984,1,0.017051
2,2,1984,1,0.0041215
1,1,1985,1,0.01694825
2,1,1985,1,0.00496825000000001
1,2,1985,1,0.0207985
2,2,1985,1,0.00607150000000001
1,1,1986,1,0.0129905
2,1,1986,1,0.00435875000000002
1,2,1986,1,0.0161195
2,2,1986,1,0.00557475000000002
1,1,1987,1,0.013484
2,1,1987,1,0.00465199999999999
1,2,1987,1,0.016689
2,2,1987,1,0.00586025000000001
1,1,1988,1,0.0172285
2,1,1988,1,0.00874425000000001
1,2,1988,1,0.02179325
2,2,1988,1,0.01076225
1,1,1989,1,0.01676875
2,1,1989,1,0.00586474999999997
1,2,1989,1,0.020938
2,2,1989,1,0.00719000000000003
1,1,1990,1,0.0137855
2,1,1990,1,0.00594850000000002
1,2,1990,1,0.016788
2,2,1990,1,0.00737650000000001
1,1,1991,1,0.0119725
2,1,1991,1,0.004519
1,2,1991,1,0.01498275
2,2,1991,1,0.00558075000000002
1,1,1992,1,0.01403175
2,1,1992,1,0.00569324999999998
1,2,1992,1,0.017927
2,2,1992,1,0.00691724999999999
1,1,1993,1,0.01069475
2,1,1993,1,0.00536674999999998
1,2,1993,1,0.013765
2,2,1993,1,0.00644024999999998
1,1,1994,1,0.01305125
2,1,1994,1,0.00832975000000002
1,2,1994,1,0.01682575
2,2,1994,1,0.010085
1,1,1995,1,0.00958150000000002
2,1,1995,1,0.00635025
1,2,1995,1,0.01226
2,2,1995,1,0.00759100000000001
1,1,1996,1,0.0182285
2,1,1996,1,0.00716700000000003
1,2,1996,1,0.02285825
2,2,1996,1,0.00874549999999996
1,1,1997,1,0.0330445
2,1,1997,1,0.006602
1,2,1997,1,0.041221
2,2,1997,1,0.00811375000000003
1,1,1998,1,0.0348625
2,1,1998,1,0.01360225
1,2,1998,1,0.0435705
2,2,1998,1,0.0166405
1,1,1999,1,0.03903925
2,1,1999,1,0.01639275
1,2,1999,1,0.0482605
2,2,1999,1,0.020131
1,1,2000,1,0.036964
2,1,2000,1,0.018805
1,2,2000,1,0.046366
2,2,2000,1,0.023357
1,1,2001,1,0.03913625
2,1,2001,1,0.025618
1,2,2001,1,0.04832125
2,2,2001,1,0.03215525
1,1,2002,1,0.040241
2,1,2002,1,0.033826
1,2,2002,1,0.05022375
2,2,2002,1,0.04129075
1,1,2003,1,0.03348925
2,1,2003,1,0.02967
1,2,2003,1,0.04232125
2,2,2003,1,0.03715
1,1,2004,1,0.032698
2,1,2004,1,0.040621
1,2,2004,1,0.0409505
2,2,2004,1,0.050478
1,1,2005,1,0.0294115
2,1,2005,1,0.0262765
1,2,2005,1,0.03664025
2,2,2005,1,0.033317
1,1,2006,1,0.01826975
2,1,2006,1,0.04129725
1,2,2006,1,0.0231045
2,2,2006,1,0.05301625
1,1,2007,1,0.0174615
2,1,2007,1,0.0360595
1,2,2007,1,0.021996
2,2,2007,1,0.04737075
1,1,2008,1,0.020147
2,1,2008,1,0.0382205
1,2,2008,1,0.02491475
2,2,2008,1,0.047826
1,1,2009,1,0.02010375
2,1,2009,1,0.03899325
1,2,2009,1,0.0247155
2,2,2009,1,0.04763375
1,1,2010,1,0.021101
2,1,2010,1,0.027588
1,2,2010,1,0.02583075
2,2,2010,1,0.0343375
1,1,2011,1,0.02531275
2,1,2011,1,0.0395745
1,2,2011,1,0.030517
2,2,2011,1,0.048764
1,1,2012,1,0.0229675
2,1,2012,1,0.0392725
1,2,2012,1,0.02831725
2,2,2012,1,0.04857575
1,1,2013,1,0.0221225
2,1,2013,1,0.0408095
1,2,2013,1,0.0270535
2,2,2013,1,0.05014125
1,1,2014,1,0.020175
2,1,2014,1,0.04949275
1,2,2014,1,0.02518175
2,2,2014,1,0.0603715
1,1,2015,1,0.0210745
2,1,2015,1,0.05364175
1,2,2015,1,0.02586025
2,2,2015,1,0.06548575
1,1,2016,1,0.0219485
2,1,2016,1,0.0488952499999999
1,2,2016,1,0.0271775
2,2,2016,1,0.0592555
1,1,2017,1,0.02554675
2,1,2017,1,0.05106775
1,2,2017,1,0.031566
2,2,2017,1,0.06156
1,1,2018,1,0.02631775
2,1,2018,1,0.0594074999999999
1,2,2018,1,0.0326875
2,2,2018,1,0.07227775
1,1,2019,1,0.02715375
2,1,2019,1,0.04443875
1,2,2019,1,0.03427025
2,2,2019,1,0.05404025
1,1,2020,1,0.01542025
2,1,2020,1,0.0315005
1,2,2020,1,0.01938225
2,2,2020,1,0.039358
1,1,2021,1,0.01597275
2,1,2021,1,0.031067
1,2,2021,1,0.019971
2,2,2021,1,0.039071
1,1,2022,1,0.020455
2,1,2022,1,0.03438925
1,2,2022,1,0.02532325
2,2,2022,1,0.042176
1,1,2023,1,0.0285105
2,1,2023,1,0.03092175
1,2,2023,1,0.036023
2,2,2023,1,0.03856075
1,1,1952,2,0.000455000000000039
2,1,1952,2,3.75000000002457e-06
1,2,1952,2,0.000472250000000007
2,2,1952,2,4.24999999998343e-06
1,1,1953,2,0.0010405
2,1,1953,2,1.87500000000118e-05
1,2,1953,2,0.00108649999999999
2,2,1953,2,2.000000000002e-05
1,1,1954,2,0.00475525000000004
2,1,1954,2,0.000771250000000001
1,2,1954,2,0.00488775000000002
2,2,1954,2,0.000852249999999999
1,1,1955,2,0.0023205
2,1,1955,2,0.00292074999999997
1,2,1955,2,0.00238949999999999
2,2,1955,2,0.00327949999999999
1,1,1956,2,0.00157400000000002
2,1,1956,2,0.00255025000000003
1,2,1956,2,0.00162974999999999
2,2,1956,2,0.00283325000000001
1,1,1957,2,0.0027935
2,1,1957,2,0.00153600000000004
1,2,1957,2,0.00286550000000002
2,2,1957,2,0.00165124999999999
1,1,1958,2,0.00517775000000004
2,1,1958,2,0.00249050000000001
1,2,1958,2,0.00531074999999998
2,2,1958,2,0.00273499999999999
1,1,1959,2,0.00332725
2,1,1959,2,0.00382725
1,2,1959,2,0.00340800000000002
2,2,1959,2,0.00427850000000002
1,1,1960,2,0.00300249999999996
2,1,1960,2,0.00222850000000002
1,2,1960,2,0.00307825
2,2,1960,2,0.0025
1,1,1961,2,0.00491275000000002
2,1,1961,2,0.00406800000000002
1,2,1961,2,0.00506449999999997
2,2,1961,2,0.00453549999999997
1,1,1962,2,0.00869449999999999
2,1,1962,2,0.00204775000000001
1,2,1962,2,0.00902675000000003
2,2,1962,2,0.00220999999999999
1,1,1963,2,0.00993575000000002
2,1,1963,2,0.00447400000000003
1,2,1963,2,0.0102275
2,2,1963,2,0.00485075000000001
1,1,1964,2,0.00605600000000001
2,1,1964,2,0.00177500000000003
1,2,1964,2,0.0062605
2,2,1964,2,0.00194074999999999
1,1,1965,2,0.01800075
2,1,1965,2,0.00260575000000002
1,2,1965,2,0.0184565
2,2,1965,2,0.00283675
1,1,1966,2,0.01753175
2,1,1966,2,0.00424200000000002
1,2,1966,2,0.017991
2,2,1966,2,0.00472850000000002
1,1,1967,2,0.01161275
2,1,1967,2,0.00463775
1,2,1967,2,0.01194275
2,2,1967,2,0.00515824999999998
1,1,1968,2,0.024722
2,1,1968,2,0.00296975000000005
1,2,1968,2,0.025416
2,2,1968,2,0.00335075000000001
1,1,1969,2,0.01573175
2,1,1969,2,0.00360250000000001
1,2,1969,2,0.016228
2,2,1969,2,0.00415474999999998
1,1,1970,2,0.0169835
2,1,1970,2,0.00258225000000001
1,2,1970,2,0.017401
2,2,1970,2,0.00294575000000002
1,1,1971,2,0.027282
2,1,1971,2,0.00412450000000003
1,2,1971,2,0.02804075
2,2,1971,2,0.00486300000000001
1,1,1972,2,0.026411
2,1,1972,2,0.00461024999999998
1,2,1972,2,0.027238
2,2,1972,2,0.00536124999999998
1,1,1973,2,0.02610475
2,1,1973,2,0.00271975000000002
1,2,1973,2,0.0270005
2,2,1973,2,0.00316875
1,1,1974,2,0.03104125
2,1,1974,2,0.00441950000000002
1,2,1974,2,0.031878
2,2,1974,2,0.00505974999999997
1,1,1975,2,0.015468
2,1,1975,2,0.00563675000000002
1,2,1975,2,0.01592025
2,2,1975,2,0.00617875000000001
1,1,1976,2,0.02712375
2,1,1976,2,0.00806250000000003
1,2,1976,2,0.02779775
2,2,1976,2,0.00895899999999999
1,1,1977,2,0.00676274999999998
2,1,1977,2,0.004714
1,2,1977,2,0.00702474999999997
2,2,1977,2,0.00521375000000002
1,1,1978,2,0.0133355
2,1,1978,2,0.00384025000000005
1,2,1978,2,0.0137695
2,2,1978,2,0.00411925000000002
1,1,1979,2,0.0193685
2,1,1979,2,0.00871725000000001
1,2,1979,2,0.02003375
2,2,1979,2,0.00960125000000001
1,1,1980,2,0.02426225
2,1,1980,2,0.00879475000000002
1,2,1980,2,0.02495025
2,2,1980,2,0.00969900000000001
1,1,1981,2,0.0282705
2,1,1981,2,0.011017
1,2,1981,2,0.029269
2,2,1981,2,0.01241075
1,1,1982,2,0.02926625
2,1,1982,2,0.00918924999999998
1,2,1982,2,0.03013375
2,2,1982,2,0.01050975
1,1,1983,2,0.019334
2,1,1983,2,0.00619524999999999
1,2,1983,2,0.0199885
2,2,1983,2,0.00699299999999997
1,1,1984,2,0.02303225
2,1,1984,2,0.00722925000000002
1,2,1984,2,0.02363025
2,2,1984,2,0.00802075000000002
1,1,1985,2,0.0288425
2,1,1985,2,0.00992149999999997
1,2,1985,2,0.029659
2,2,1985,2,0.010803
1,1,1986,2,0.02292275
2,1,1986,2,0.01061975
1,2,1986,2,0.02363725
2,2,1986,2,0.012019
1,1,1987,2,0.0234325
2,1,1987,2,0.0106645
1,2,1987,2,0.02409025
2,2,1987,2,0.0119815
1,1,1988,2,0.03226575
2,1,1988,2,0.0182
1,2,1988,2,0.03335825
2,2,1988,2,0.02005675
1,1,1989,2,0.03033575
2,1,1989,2,0.01216175
1,2,1989,2,0.03139025
2,2,1989,2,0.0133175
1,1,1990,2,0.02313825
2,1,1990,2,0.01220275
1,2,1990,2,0.023879
2,2,1990,2,0.0133015
1,1,1991,2,0.0213995
2,1,1991,2,0.00931925
1,2,1991,2,0.0220585
2,2,1991,2,0.010206
1,1,1992,2,0.02685875
2,1,1992,2,0.011076
1,2,1992,2,0.027805
2,2,1992,2,0.01206125
1,1,1993,2,0.021318
2,1,1993,2,0.00984299999999999
1,2,1993,2,0.02218275
2,2,1993,2,0.010525
1,1,1994,2,0.025998
2,1,1994,2,0.015751
1,2,1994,2,0.02696225
2,2,1994,2,0.01693675
1,1,1995,2,0.018755
2,1,1995,2,0.0114075
1,2,1995,2,0.019452
2,2,1995,2,0.0121635
1,1,1996,2,0.0335535
2,1,1996,2,0.01393925
1,2,1996,2,0.03466125
2,2,1996,2,0.0149455
1,1,1997,2,0.06072825
2,1,1997,2,0.01314975
1,2,1997,2,0.06285275
2,2,1997,2,0.014158
1,1,1998,2,0.06530725
2,1,1998,2,0.0257085
1,2,1998,2,0.06776175
2,2,1998,2,0.02732625
1,1,1999,2,0.07071075
2,1,1999,2,0.03156975
1,2,1999,2,0.07333325
2,2,1999,2,0.03350325
1,1,2000,2,0.0711385
2,1,2000,2,0.039133
1,2,2000,2,0.07408675
2,2,2000,2,0.0420535
1,1,2001,2,0.0711985
2,1,2001,2,0.053989
1,2,2001,2,0.073943
2,2,2001,2,0.05792
1,1,2002,2,0.07651825
2,1,2002,2,0.06434775
1,2,2002,2,0.07959
2,2,2002,2,0.06844325
1,1,2003,2,0.06679
2,1,2003,2,0.063293
1,2,2003,2,0.069738
2,2,2003,2,0.068799
1,1,2004,2,0.06153675
2,1,2004,2,0.0833155
1,2,2004,2,0.063795
2,2,2004,2,0.0899885
1,1,2005,2,0.05548125
2,1,2005,2,0.0590075
1,2,2005,2,0.0576375
2,2,2005,2,0.06498275
1,1,2006,2,0.03665425
2,1,2006,2,0.09316725
1,2,2006,2,0.0382225
2,2,2006,2,0.10214475
1,1,2007,2,0.0345795
2,1,2007,2,0.09138275
1,2,2007,2,0.03605225
2,2,2007,2,0.10246925
1,1,2008,2,0.03704575
2,1,2008,2,0.083502
1,2,2008,2,0.0384315
2,2,2008,2,0.09197475
1,1,2009,2,0.03614475
2,1,2009,2,0.07649325
1,2,2009,2,0.037481
2,2,2009,2,0.08253825
1,1,2010,2,0.0379415
2,1,2010,2,0.05802525
1,2,2010,2,0.03946875
2,2,2010,2,0.0630555
1,1,2011,2,0.04377025
2,1,2011,2,0.07910825
1,2,2011,2,0.045549
2,2,2011,2,0.08514575
1,1,2012,2,0.04273875
2,1,2012,2,0.080816
1,2,2012,2,0.04465425
2,2,2012,2,0.087633
1,1,2013,2,0.03965525
2,1,2013,2,0.081736
1,2,2013,2,0.04129925
2,2,2013,2,0.0882535
1,1,2014,2,0.03898725
2,1,2014,2,0.09592025
1,2,2014,2,0.0407345
2,2,2014,2,0.103022
1,1,2015,2,0.03796275
2,1,2015,2,0.10470175
1,2,2015,2,0.03949
2,2,2015,2,0.112674
1,1,2016,2,0.04074
2,1,2016,2,0.0909825
1,2,2016,2,0.04243575
2,2,2016,2,0.09702275
1,1,2017,2,0.047024
2,1,2017,2,0.0936
1,2,2017,2,0.04889725
2,2,2017,2,0.0997465
1,1,2018,2,0.04954625
2,1,2018,2,0.11358125
1,2,2018,2,0.051658
2,2,2018,2,0.12172425
1,1,2019,2,0.05287875
2,1,2019,2,0.0846015
1,2,2019,2,0.0551055
2,2,2019,2,0.090981
1,1,2020,2,0.03032
2,1,2020,2,0.06811375
1,2,2020,2,0.03167975
2,2,2020,2,0.0749935
1,1,2021,2,0.03061025
2,1,2021,2,0.0663685
1,2,2021,2,0.03198375
2,2,2021,2,0.07244175
1,1,2022,2,0.03782225
2,1,2022,2,0.0677655
1,2,2022,2,0.03931275
2,2,2022,2,0.07345025
1,1,2023,2,0.05643475
2,1,2023,2,0.065685
1,2,2023,2,0.05885325
2,2,2023,2,0.0720055
1,1,1952,3,0.000479750000000001
2,1,1952,3,4.24999999998343e-06
1,2,1952,3,0.000483000000000011
2,2,1952,3,4.24999999998343e-06
1,1,1953,3,0.00113774999999999
2,1,1953,3,2.09999999999932e-05
1,2,1953,3,0.00114349999999996
2,2,1953,3,2.09999999999932e-05
1,1,1954,3,0.00499624999999998
2,1,1954,3,0.00102674999999997
1,2,1954,3,0.00501399999999996
2,2,1954,3,0.00104224999999997
1,1,1955,3,0.00246324999999997
2,1,1955,3,0.00405924999999996
1,2,1955,3,0.00246999999999997
2,2,1955,3,0.00415074999999998
1,1,1956,3,0.00168599999999997
2,1,1956,3,0.00344824999999999
1,2,1956,3,0.00169399999999997
2,2,1956,3,0.0035
1,1,1957,3,0.00288899999999997
2,1,1957,3,0.00184474999999995
1,2,1957,3,0.00290400000000002
2,2,1957,3,0.00186599999999998
1,1,1958,3,0.00540374999999998
2,1,1958,3,0.00321974999999997
1,2,1958,3,0.00542175
2,2,1958,3,0.00326774999999996
1,1,1959,3,0.00346924999999998
2,1,1959,3,0.00519724999999999
1,2,1959,3,0.00347775
2,2,1959,3,0.00528824999999999
1,1,1960,3,0.00314499999999995
2,1,1960,3,0.00307774999999999
1,2,1960,3,0.00315424999999997
2,2,1960,3,0.00313999999999998
1,1,1961,3,0.00514624999999996
2,1,1961,3,0.00551774999999999
1,2,1961,3,0.00516675
2,2,1961,3,0.00562374999999998
1,1,1962,3,0.00947999999999999
2,1,1962,3,0.002498
1,2,1962,3,0.0095325
2,2,1962,3,0.00253474999999997
1,1,1963,3,0.0105335
2,1,1963,3,0.00551550000000001
1,2,1963,3,0.0105715
2,2,1963,3,0.00559824999999997
1,1,1964,3,0.00651299999999999
2,1,1964,3,0.00224249999999998
1,2,1964,3,0.00654325
2,2,1964,3,0.00227749999999999
1,1,1965,3,0.01886625
2,1,1965,3,0.00325299999999995
1,2,1965,3,0.01891025
2,2,1965,3,0.00329774999999999
1,1,1966,3,0.018377
2,1,1966,3,0.00572699999999998
1,2,1966,3,0.01841825
2,2,1966,3,0.00583675
1,1,1967,3,0.01226975
2,1,1967,3,0.00624949999999996
1,2,1967,3,0.0123045
2,2,1967,3,0.00638899999999998
1,1,1968,3,0.026124
2,1,1968,3,0.00417649999999997
1,2,1968,3,0.026181
2,2,1968,3,0.00427149999999998
1,1,1969,3,0.016761
2,1,1969,3,0.00548849999999995
1,2,1969,3,0.016805
2,2,1969,3,0.00565074999999998
1,1,1970,3,0.01778075
2,1,1970,3,0.00379774999999999
1,2,1970,3,0.01782175
2,2,1970,3,0.00390425
1,1,1971,3,0.02877575
2,1,1971,3,0.00683899999999998
1,2,1971,3,0.028846
2,2,1971,3,0.00711149999999999
1,1,1972,3,0.02824425
2,1,1972,3,0.00727774999999997
1,2,1972,3,0.02833825
2,2,1972,3,0.00752524999999998
1,1,1973,3,0.02795875
2,1,1973,3,0.00421874999999994
1,2,1973,3,0.0280355
2,2,1973,3,0.00435524999999998
1,1,1974,3,0.0327265
2,1,1974,3,0.00652274999999997
1,2,1974,3,0.0327995
2,2,1974,3,0.00671949999999999
1,1,1975,3,0.01632
2,1,1975,3,0.00724874999999997
1,2,1975,3,0.016355
2,2,1975,3,0.00741849999999999
1,1,1976,3,0.0284
2,1,1976,3,0.010833
1,2,1976,3,0.028457
2,2,1976,3,0.01108975
1,1,1977,3,0.00728849999999998
2,1,1977,3,0.00621424999999998
1,2,1977,3,0.00731725
2,2,1977,3,0.00635849999999999
1,1,1978,3,0.01418825
2,1,1978,3,0.00454450000000001
1,2,1978,3,0.0142305
2,2,1978,3,0.00460674999999999
1,1,1979,3,0.02070425
