Fleet,Length,Sel
13,146.5,1
14,146.5,0.0258745
15,146.5,1
16,146.5,0.839019
17,146.5,0.0258745
18,146.5,1
19,146.5,0.839019
20,146.5,1
21,146.5,1
1,147.5,1
2,147.5,1
3,147.5,0.707082
4,147.5,1
5,147.5,1
6,147.5,0.707082
7,147.5,1
8,147.5,1
9,147.5,1
10,147.5,1
11,147.5,0.856359
12,147.5,0.0270509
13,147.5,1
14,147.5,0.0270509
15,147.5,1
16,147.5,0.856359
17,147.5,0.0270509
18,147.5,1
19,147.5,0.856359
20,147.5,1
21,147.5,1
1,148.5,1
2,148.5,1
3,148.5,0.719306
4,148.5,1
5,148.5,1
6,148.5,0.719306
7,148.5,1
8,148.5,1
9,148.5,1
10,148.5,1
11,148.5,0.872951
12,148.5,0.0282793
13,148.5,1
14,148.5,0.0282793
15,148.5,1
16,148.5,0.872951
17,148.5,0.0282793
18,148.5,1
19,148.5,0.872951
20,148.5,1
21,148.5,1
1,149.5,1
2,149.5,1
3,149.5,0.731214
4,149.5,1
5,149.5,1
6,149.5,0.731214
7,149.5,1
8,149.5,1
9,149.5,1
10,149.5,1
11,149.5,0.888737
12,149.5,0.0295618
13,149.5,1
14,149.5,0.0295618
15,149.5,1
16,149.5,0.888737
17,149.5,0.0295618
18,149.5,1
19,149.5,0.888737
20,149.5,1
21,149.5,1
1,150.5,1
2,150.5,1
3,150.5,0.742798
4,150.5,1
5,150.5,1
6,150.5,0.742798
7,150.5,1
8,150.5,1
9,150.5,1
10,150.5,1
11,150.5,0.903663
12,150.5,0.0309006
13,150.5,1
14,150.5,0.0309006
15,150.5,1
16,150.5,0.903663
17,150.5,0.0309006
18,150.5,1
19,150.5,0.903663
20,150.5,1
21,150.5,1
1,151.5,1
2,151.5,1
3,151.5,0.75405
4,151.5,1
5,151.5,1
6,151.5,0.75405
7,151.5,1
8,151.5,1
9,151.5,1
10,151.5,1
11,151.5,0.917677
12,151.5,0.0322981
13,151.5,1
14,151.5,0.0322981
15,151.5,1
16,151.5,0.917677
17,151.5,0.0322981
18,151.5,1
19,151.5,0.917677
20,151.5,1
21,151.5,1
1,152.5,0.99978
2,152.5,1
3,152.5,0.764966
4,152.5,1
5,152.5,1
6,152.5,0.764966
7,152.5,1
8,152.5,0.99978
9,152.5,1
10,152.5,0.99978
11,152.5,0.930728
12,152.5,0.0337565
13,152.5,1
14,152.5,0.0337565
15,152.5,0.99978
16,152.5,0.930728
17,152.5,0.0337565
18,152.5,0.99978
19,152.5,0.930728
20,152.5,1
21,152.5,1
1,153.5,0.999135
2,153.5,1
3,153.5,0.775541
4,153.5,1
5,153.5,1
6,153.5,0.775541
7,153.5,1
8,153.5,0.999135
9,153.5,1
10,153.5,0.999135
11,153.5,0.942769
12,153.5,0.0352783
13,153.5,1
14,153.5,0.0352783
15,153.5,0.999135
16,153.5,0.942769
17,153.5,0.0352783
18,153.5,0.999135
19,153.5,0.942769
20,153.5,1
21,153.5,1
1,154.5,0.998066
2,154.5,1
3,154.5,0.785774
4,154.5,1
5,154.5,1
6,154.5,0.785774
7,154.5,1
8,154.5,0.998066
9,154.5,1
10,154.5,0.998066
11,154.5,0.953756
12,154.5,0.0368662
13,154.5,1
14,154.5,0.0368662
15,154.5,0.998066
16,154.5,0.953756
17,154.5,0.0368662
18,154.5,0.998066
19,154.5,0.953756
20,154.5,1
21,154.5,1
1,155.5,0.996575
2,155.5,1
3,155.5,0.795663
4,155.5,1
5,155.5,1
6,155.5,0.795663
7,155.5,1
8,155.5,0.996575
9,155.5,1
10,155.5,0.996575
11,155.5,0.96365
12,155.5,0.0385226
13,155.5,1
14,155.5,0.0385226
15,155.5,0.996575
16,155.5,0.96365
17,155.5,0.0385226
18,155.5,0.996575
19,155.5,0.96365
20,155.5,1
21,155.5,1
1,156.5,0.994663
2,156.5,1
3,156.5,0.805209
4,156.5,1
5,156.5,1
6,156.5,0.805209
7,156.5,1
8,156.5,0.994663
9,156.5,1
10,156.5,0.994663
11,156.5,0.972414
12,156.5,0.0402504
13,156.5,1
14,156.5,0.0402504
15,156.5,0.994663
16,156.5,0.972414
17,156.5,0.0402504
18,156.5,0.994663
19,156.5,0.972414
20,156.5,1
21,156.5,1
1,157.5,0.992332
2,157.5,1
3,157.5,0.814413
4,157.5,1
5,157.5,1
6,157.5,0.814413
7,157.5,1
8,157.5,0.992332
9,157.5,1
10,157.5,0.992332
11,157.5,0.980014
12,157.5,0.0420523
13,157.5,1
14,157.5,0.0420523
15,157.5,0.992332
16,157.5,0.980014
17,157.5,0.0420523
18,157.5,0.992332
19,157.5,0.980014
20,157.5,1
21,157.5,1
1,158.5,0.989587
2,158.5,1
3,158.5,0.823277
4,158.5,1
5,158.5,1
6,158.5,0.823277
7,158.5,1
8,158.5,0.989587
9,158.5,1
10,158.5,0.989587
11,158.5,0.986424
12,158.5,0.0439312
13,158.5,1
14,158.5,0.0439312
15,158.5,0.989587
16,158.5,0.986424
17,158.5,0.0439312
18,158.5,0.989587
19,158.5,0.986424
20,158.5,1
21,158.5,1
1,159.5,0.986429
2,159.5,1
3,159.5,0.831806
4,159.5,1
5,159.5,1
6,159.5,0.831806
7,159.5,1
8,159.5,0.986429
9,159.5,1
10,159.5,0.986429
11,159.5,0.991618
12,159.5,0.04589
13,159.5,1
14,159.5,0.04589
15,159.5,0.986429
16,159.5,0.991618
17,159.5,0.04589
18,159.5,0.986429
19,159.5,0.991618
20,159.5,1
21,159.5,1
1,160.5,0.982864
2,160.5,1
3,160.5,0.840003
4,160.5,1
5,160.5,1
6,160.5,0.840003
7,160.5,1
8,160.5,0.982864
9,160.5,1
10,160.5,0.982864
11,160.5,0.995578
12,160.5,0.0479317
13,160.5,1
14,160.5,0.0479317
15,160.5,0.982864
16,160.5,0.995578
17,160.5,0.0479317
18,160.5,0.982864
19,160.5,0.995578
20,160.5,1
21,160.5,1
1,161.5,0.978896
2,161.5,1
3,161.5,0.847873
4,161.5,1
5,161.5,1
6,161.5,0.847873
7,161.5,1
8,161.5,0.978896
9,161.5,1
10,161.5,0.978896
11,161.5,0.998287
12,161.5,0.0500596
13,161.5,1
14,161.5,0.0500596
15,161.5,0.978896
16,161.5,0.998287
17,161.5,0.0500596
18,161.5,0.978896
19,161.5,0.998287
20,161.5,1
21,161.5,1
1,162.5,0.97453
2,162.5,1
3,162.5,0.855423
4,162.5,1
5,162.5,1
6,162.5,0.855423
7,162.5,1
8,162.5,0.97453
9,162.5,1
10,162.5,0.97453
11,162.5,0.999737
12,162.5,0.0522767
13,162.5,1
14,162.5,0.0522767
15,162.5,0.97453
16,162.5,0.999737
17,162.5,0.0522767
18,162.5,0.97453
19,162.5,0.999737
20,162.5,1
21,162.5,1
1,163.5,0.969771
2,163.5,1
3,163.5,0.862659
4,163.5,1
5,163.5,1
6,163.5,0.862659
7,163.5,1
8,163.5,0.969771
9,163.5,1
10,163.5,0.969771
11,163.5,1
12,163.5,0.0545863
13,163.5,1
14,163.5,0.0545863
15,163.5,0.969771
16,163.5,1
17,163.5,0.0545863
18,163.5,0.969771
19,163.5,1
20,163.5,1
21,163.5,1
1,164.5,0.964625
2,164.5,1
3,164.5,0.869588
4,164.5,1
5,164.5,1
6,164.5,0.869588
7,164.5,1
8,164.5,0.964625
9,164.5,1
10,164.5,0.964625
11,164.5,1
12,164.5,0.0569919
13,164.5,1
14,164.5,0.0569919
15,164.5,0.964625
16,164.5,1
17,164.5,0.0569919
18,164.5,0.964625
19,164.5,1
20,164.5,1
21,164.5,1
1,165.5,0.9591
2,165.5,1
3,165.5,0.876218
4,165.5,1
5,165.5,1
6,165.5,0.876218
7,165.5,1
8,165.5,0.9591
9,165.5,1
10,165.5,0.9591
11,165.5,1
12,165.5,0.0594968
13,165.5,1
14,165.5,0.0594968
15,165.5,0.9591
16,165.5,1
17,165.5,0.0594968
18,165.5,0.9591
19,165.5,1
20,165.5,1
21,165.5,1
1,166.5,0.953201
2,166.5,1
3,166.5,0.882556
4,166.5,1
5,166.5,1
6,166.5,0.882556
7,166.5,1
8,166.5,0.953201
9,166.5,1
10,166.5,0.953201
11,166.5,1
12,166.5,0.0621045
13,166.5,1
14,166.5,0.0621045
15,166.5,0.953201
16,166.5,1
17,166.5,0.0621045
18,166.5,0.953201
19,166.5,1
20,166.5,1
21,166.5,1
1,167.5,0.946937
2,167.5,1
3,167.5,0.888611
4,167.5,1
5,167.5,1
6,167.5,0.888611
7,167.5,1
8,167.5,0.946937
9,167.5,1
10,167.5,0.946937
11,167.5,1
12,167.5,0.0648187
13,167.5,1
14,167.5,0.0648187
15,167.5,0.946937
16,167.5,1
17,167.5,0.0648187
18,167.5,0.946937
19,167.5,1
20,167.5,1
21,167.5,1
1,168.5,0.940315
2,168.5,1
3,168.5,0.894391
4,168.5,1
5,168.5,1
6,168.5,0.894391
7,168.5,1
8,168.5,0.940315
9,168.5,1
10,168.5,0.940315
11,168.5,1
12,168.5,0.0676429
13,168.5,1
14,168.5,0.0676429
15,168.5,0.940315
16,168.5,1
17,168.5,0.0676429
18,168.5,0.940315
19,168.5,1
20,168.5,1
21,168.5,1
1,169.5,0.933343
2,169.5,1
3,169.5,0.899905
4,169.5,1
5,169.5,1
6,169.5,0.899905
7,169.5,1
8,169.5,0.933343
9,169.5,1
10,169.5,0.933343
11,169.5,1
12,169.5,0.0705809
13,169.5,1
14,169.5,0.0705809
15,169.5,0.933343
16,169.5,1
17,169.5,0.0705809
18,169.5,0.933343
19,169.5,1
20,169.5,1
21,169.5,1
1,170.5,0.92603
2,170.5,1
3,170.5,0.905161
4,170.5,1
5,170.5,1
6,170.5,0.905161
7,170.5,1
8,170.5,0.92603
9,170.5,1
10,170.5,0.92603
11,170.5,1
12,170.5,0.0736364
13,170.5,1
14,170.5,0.0736364
15,170.5,0.92603
16,170.5,1
17,170.5,0.0736364
18,170.5,0.92603
19,170.5,1
20,170.5,1
21,170.5,1
1,171.5,0.918384
2,171.5,1
3,171.5,0.910169
4,171.5,1
5,171.5,1
6,171.5,0.910169
7,171.5,1
8,171.5,0.918384
9,171.5,1
10,171.5,0.918384
11,171.5,1
12,171.5,0.0768132
13,171.5,1
14,171.5,0.0768132
15,171.5,0.918384
16,171.5,1
17,171.5,0.0768132
18,171.5,0.918384
19,171.5,1
20,171.5,1
21,171.5,1
1,172.5,0.910416
2,172.5,1
3,172.5,0.914938
4,172.5,1
5,172.5,1
6,172.5,0.914938
7,172.5,1
8,172.5,0.910416
9,172.5,1
10,172.5,0.910416
11,172.5,1
12,172.5,0.0801153
13,172.5,1
14,172.5,0.0801153
15,172.5,0.910416
16,172.5,1
17,172.5,0.0801153
18,172.5,0.910416
19,172.5,1
20,172.5,1
21,172.5,1
1,173.5,0.902135
2,173.5,1
3,173.5,0.919476
4,173.5,1
5,173.5,1
6,173.5,0.919476
7,173.5,1
8,173.5,0.902135
9,173.5,1
10,173.5,0.902135
11,173.5,1
12,173.5,0.0835465
13,173.5,1
14,173.5,0.0835465
15,173.5,0.902135
16,173.5,1
17,173.5,0.0835465
18,173.5,0.902135
19,173.5,1
20,173.5,1
21,173.5,1
1,174.5,0.89355
2,174.5,1
3,174.5,0.923791
4,174.5,0.999999
5,174.5,1
6,174.5,0.923791
7,174.5,1
8,174.5,0.89355
9,174.5,1
10,174.5,0.89355
11,174.5,1
12,174.5,0.0871107
13,174.5,1
14,174.5,0.0871107
15,174.5,0.89355
16,174.5,1
17,174.5,0.0871107
18,174.5,0.89355
19,174.5,1
20,174.5,1
21,174.5,1
1,175.5,0.884673
2,175.5,1
3,175.5,0.927894
4,175.5,0.999764
5,175.5,1
6,175.5,0.927894
7,175.5,1
8,175.5,0.884673
9,175.5,1
10,175.5,0.884673
11,175.5,1
12,175.5,0.0908119
13,175.5,1
14,175.5,0.0908119
15,175.5,0.884673
16,175.5,1
17,175.5,0.0908119
18,175.5,0.884673
19,175.5,1
20,175.5,1
21,175.5,1
1,176.5,0.875513
2,176.5,1
3,176.5,0.931792
4,176.5,0.998809
5,176.5,1
6,176.5,0.931792
7,176.5,1
8,176.5,0.875513
9,176.5,1
10,176.5,0.875513
11,176.5,1
12,176.5,0.094654
13,176.5,1
14,176.5,0.094654
15,176.5,0.875513
16,176.5,1
17,176.5,0.094654
18,176.5,0.875513
19,176.5,1
20,176.5,1
21,176.5,1
1,177.5,0.866082
2,177.5,1
3,177.5,0.935494
4,177.5,0.997121
5,177.5,1
6,177.5,0.935494
7,177.5,1
8,177.5,0.866082
9,177.5,1
10,177.5,0.866082
11,177.5,1
12,177.5,0.0986411
13,177.5,1
14,177.5,0.0986411
15,177.5,0.866082
16,177.5,1
17,177.5,0.0986411
18,177.5,0.866082
19,177.5,1
20,177.5,1
21,177.5,1
1,178.5,0.856389
2,178.5,1
3,178.5,0.939008
4,178.5,0.994705
5,178.5,1
6,178.5,0.939008
7,178.5,1
8,178.5,0.856389
9,178.5,1
10,178.5,0.856389
11,178.5,1
12,178.5,0.102777
13,178.5,1
14,178.5,0.102777
15,178.5,0.856389
16,178.5,1
17,178.5,0.102777
18,178.5,0.856389
19,178.5,1
20,178.5,1
21,178.5,1
1,179.5,0.846448
2,179.5,1
3,179.5,0.942343
4,179.5,0.991566
5,179.5,1
6,179.5,0.942343
7,179.5,1
8,179.5,0.846448
9,179.5,1
10,179.5,0.846448
11,179.5,1
12,179.5,0.107066
13,179.5,1
14,179.5,0.107066
15,179.5,0.846448
16,179.5,1
17,179.5,0.107066
18,179.5,0.846448
19,179.5,1
20,179.5,1
21,179.5,1
1,180.5,0.836269
2,180.5,1
3,180.5,0.945506
4,180.5,0.987711
5,180.5,1
6,180.5,0.945506
7,180.5,1
8,180.5,0.836269
9,180.5,1
10,180.5,0.836269
11,180.5,1
12,180.5,0.111511
13,180.5,1
14,180.5,0.111511
15,180.5,0.836269
16,180.5,1
17,180.5,0.111511
18,180.5,0.836269
19,180.5,1
20,180.5,1
21,180.5,1
1,181.5,0.825863
2,181.5,1
3,181.5,0.948505
4,181.5,0.983148
5,181.5,1
6,181.5,0.948505
7,181.5,1
8,181.5,0.825863
9,181.5,1
10,181.5,0.825863
11,181.5,1
12,181.5,0.116117
13,181.5,1
14,181.5,0.116117
15,181.5,0.825863
16,181.5,1
17,181.5,0.116117
18,181.5,0.825863
19,181.5,1
20,181.5,1
21,181.5,1
1,182.5,0.815243
2,182.5,1
3,182.5,0.951347
4,182.5,0.977886
5,182.5,1
6,182.5,0.951347
7,182.5,1
8,182.5,0.815243
9,182.5,1
10,182.5,0.815243
11,182.5,1
12,182.5,0.120888
13,182.5,1
14,182.5,0.120888
15,182.5,0.815243
16,182.5,1
17,182.5,0.120888
18,182.5,0.815243
19,182.5,1
20,182.5,1
21,182.5,1
1,183.5,0.80442
2,183.5,1
3,183.5,0.95404
4,183.5,0.971939
5,183.5,1
6,183.5,0.95404
7,183.5,1
8,183.5,0.80442
9,183.5,1
10,183.5,0.80442
11,183.5,1
12,183.5,0.125826
13,183.5,1
14,183.5,0.125826
15,183.5,0.80442
16,183.5,1
17,183.5,0.125826
18,183.5,0.80442
19,183.5,1
20,183.5,1
21,183.5,1
1,184.5,0.793406
2,184.5,1
3,184.5,0.956591
4,184.5,0.965318
5,184.5,1
6,184.5,0.956591
7,184.5,1
8,184.5,0.793406
9,184.5,1
10,184.5,0.793406
11,184.5,1
12,184.5,0.130936
13,184.5,1
14,184.5,0.130936
15,184.5,0.793406
16,184.5,1
17,184.5,0.130936
18,184.5,0.793406
19,184.5,1
20,184.5,1
21,184.5,1
1,185.5,0.782213
2,185.5,1
3,185.5,0.959006
4,185.5,0.958037
5,185.5,1
6,185.5,0.959006
7,185.5,1
8,185.5,0.782213
9,185.5,1
10,185.5,0.782213
11,185.5,1
12,185.5,0.136222
13,185.5,1
14,185.5,0.136222
15,185.5,0.782213
16,185.5,1
17,185.5,0.136222
18,185.5,0.782213
19,185.5,1
20,185.5,1
21,185.5,1
1,186.5,0.770854
2,186.5,1
3,186.5,0.961292
4,186.5,0.950113
5,186.5,1
6,186.5,0.961292
7,186.5,1
8,186.5,0.770854
9,186.5,1
10,186.5,0.770854
11,186.5,1
12,186.5,0.141686
13,186.5,1
14,186.5,0.141686
15,186.5,0.770854
16,186.5,1
17,186.5,0.141686
18,186.5,0.770854
19,186.5,1
20,186.5,1
21,186.5,1
1,187.5,0.759341
2,187.5,1
3,187.5,0.963456
4,187.5,0.941562
5,187.5,1
6,187.5,0.963456
7,187.5,1
8,187.5,0.759341
9,187.5,1
10,187.5,0.759341
11,187.5,1
12,187.5,0.147332
13,187.5,1
14,187.5,0.147332
15,187.5,0.759341
16,187.5,1
17,187.5,0.147332
18,187.5,0.759341
19,187.5,1
20,187.5,1
21,187.5,1
1,188.5,0.747685
2,188.5,1
3,188.5,0.965503
4,188.5,0.932403
5,188.5,1
6,188.5,0.965503
7,188.5,1
8,188.5,0.747685
9,188.5,1
10,188.5,0.747685
11,188.5,1
12,188.5,0.153162
13,188.5,1
14,188.5,0.153162
15,188.5,0.747685
16,188.5,1
17,188.5,0.153162
18,188.5,0.747685
19,188.5,1
20,188.5,1
21,188.5,1
1,189.5,0.735899
2,189.5,1
3,189.5,0.967439
4,189.5,0.922653
5,189.5,1
6,189.5,0.967439
7,189.5,1
8,189.5,0.735899
9,189.5,1
10,189.5,0.735899
11,189.5,1
12,189.5,0.159181
13,189.5,1
14,189.5,0.159181
15,189.5,0.735899
16,189.5,1
17,189.5,0.159181
18,189.5,0.735899
19,189.5,1
20,189.5,1
21,189.5,1
1,190.5,0.723995
2,190.5,1
3,190.5,0.96927
4,190.5,0.912335
5,190.5,1
6,190.5,0.96927
7,190.5,1
8,190.5,0.723995
9,190.5,1
10,190.5,0.723995
11,190.5,1
12,190.5,0.165389
13,190.5,1
14,190.5,0.165389
15,190.5,0.723995
16,190.5,1
17,190.5,0.165389
18,190.5,0.723995
19,190.5,1
20,190.5,1
21,190.5,1
1,191.5,0.711986
2,191.5,1
3,191.5,0.971001
4,191.5,0.90147
5,191.5,1
6,191.5,0.971001
7,191.5,1
8,191.5,0.711986
9,191.5,1
10,191.5,0.711986
11,191.5,1
12,191.5,0.17179
13,191.5,1
14,191.5,0.17179
15,191.5,0.711986
16,191.5,1
17,191.5,0.17179
18,191.5,0.711986
19,191.5,1
20,191.5,1
21,191.5,1
1,192.5,0.699882
2,192.5,1
3,192.5,0.972638
4,192.5,0.890079
5,192.5,1
6,192.5,0.972638
7,192.5,1
8,192.5,0.699882
9,192.5,1
10,192.5,0.699882
11,192.5,1
12,192.5,0.178386
13,192.5,1
14,192.5,0.178386
15,192.5,0.699882
16,192.5,1
17,192.5,0.178386
18,192.5,0.699882
19,192.5,1
20,192.5,1
21,192.5,1
1,193.5,0.687697
2,193.5,1
3,193.5,0.974184
4,193.5,0.878186
5,193.5,1
6,193.5,0.974184
7,193.5,1
8,193.5,0.687697
9,193.5,1
10,193.5,0.687697
11,193.5,1
12,193.5,0.185179
13,193.5,1
14,193.5,0.185179
15,193.5,0.687697
16,193.5,1
17,193.5,0.185179
18,193.5,0.687697
19,193.5,1
20,193.5,1
21,193.5,1
1,194.5,0.675441
2,194.5,1
3,194.5,0.975646
4,194.5,0.865816
5,194.5,1
6,194.5,0.975646
7,194.5,1
8,194.5,0.675441
9,194.5,1
10,194.5,0.675441
11,194.5,1
12,194.5,0.19217
13,194.5,0.999998
14,194.5,0.19217
15,194.5,0.675441
16,194.5,1
17,194.5,0.19217
18,194.5,0.675441
19,194.5,1
20,194.5,1
21,194.5,0.999998
1,195.5,0.663127
2,195.5,1
3,195.5,0.977026
4,195.5,0.852992
5,195.5,1
6,195.5,0.977026
7,195.5,1
8,195.5,0.663127
9,195.5,1
10,195.5,0.663127
11,195.5,1
12,195.5,0.19936
13,195.5,0.999758
14,195.5,0.19936
15,195.5,0.663127
16,195.5,1
17,195.5,0.19936
18,195.5,0.663127
19,195.5,1
20,195.5,1
21,195.5,0.999758
1,196.5,0.650766
2,196.5,1
3,196.5,0.97833
4,196.5,0.83974
5,196.5,1
6,196.5,0.97833
7,196.5,1
8,196.5,0.650766
9,196.5,1
10,196.5,0.650766
11,196.5,1
12,196.5,0.20675
13,196.5,0.999121
14,196.5,0.20675
15,196.5,0.650766
16,196.5,1
17,196.5,0.20675
18,196.5,0.650766
19,196.5,1
20,196.5,1
21,196.5,0.999121
1,197.5,0.63837
2,197.5,1
3,197.5,0.979562
4,197.5,0.826086
5,197.5,1
6,197.5,0.979562
7,197.5,1
8,197.5,0.63837
9,197.5,1
10,197.5,0.63837
11,197.5,1
12,197.5,0.214341
13,197.5,0.998088
14,197.5,0.214341
15,197.5,0.63837
16,197.5,1
17,197.5,0.214341
18,197.5,0.63837
19,197.5,1
20,197.5,1
21,197.5,0.998088
1,198.5,0.62595
2,198.5,1
3,198.5,0.980725
4,198.5,0.812057
5,198.5,1
6,198.5,0.980725
7,198.5,1
8,198.5,0.62595
9,198.5,1
10,198.5,0.62595
11,198.5,1
12,198.5,0.222133
13,198.5,0.99666
14,198.5,0.222133
15,198.5,0.62595
16,198.5,1
17,198.5,0.222133
18,198.5,0.62595
19,198.5,1
20,198.5,1
21,198.5,0.99666
1,199.5,0.613516
2,199.5,1
3,199.5,0.981823
4,199.5,0.797679
5,199.5,1
6,199.5,0.981823
7,199.5,1
8,199.5,0.613516
9,199.5,1
10,199.5,0.613516
11,199.5,1
12,199.5,0.230125
13,199.5,0.994838
14,199.5,0.230125
15,199.5,0.613516
16,199.5,1
17,199.5,0.230125
18,199.5,0.613516
19,199.5,1
20,199.5,1
21,199.5,0.994838
1,200.5,0.60108
2,200.5,1
3,200.5,0.982859
4,200.5,0.78298
5,200.5,1
6,200.5,0.982859
7,200.5,1
8,200.5,0.60108
9,200.5,1
10,200.5,0.60108
11,200.5,1
12,200.5,0.238316
13,200.5,0.992625
14,200.5,0.238316
15,200.5,0.60108
16,200.5,1
17,200.5,0.238316
18,200.5,0.60108
19,200.5,1
20,200.5,1
21,200.5,0.992625
1,201.5,0.588653
2,201.5,1
3,201.5,0.983838
4,201.5,0.767986
5,201.5,1
6,201.5,0.983838
7,201.5,1
8,201.5,0.588653
9,201.5,1
10,201.5,0.588653
11,201.5,1
12,201.5,0.246706
13,201.5,0.990023
14,201.5,0.246706
15,201.5,0.588653
16,201.5,1
17,201.5,0.246706
18,201.5,0.588653
19,201.5,1
20,201.5,1
21,201.5,0.990023
1,202.5,0.576244
2,202.5,1
3,202.5,0.984761
4,202.5,0.752726
5,202.5,1
6,202.5,0.984761
7,202.5,1
8,202.5,0.576244
9,202.5,1
10,202.5,0.576244
11,202.5,1
12,202.5,0.255291
13,202.5,0.987034
14,202.5,0.255291
15,202.5,0.576244
16,202.5,1
17,202.5,0.255291
18,202.5,0.576244
19,202.5,1
20,202.5,1
21,202.5,0.987034
1,203.5,0.563864
2,203.5,1
3,203.5,0.985632
4,203.5,0.737226
5,203.5,1
6,203.5,0.985632
7,203.5,1
8,203.5,0.563864
9,203.5,1
10,203.5,0.563864
11,203.5,1
12,203.5,0.264071
13,203.5,0.983663
14,203.5,0.264071
15,203.5,0.563864
16,203.5,1
17,203.5,0.264071
18,203.5,0.563864
19,203.5,1
20,203.5,1
21,203.5,0.983663
1,204.5,0.551523
2,204.5,1
3,204.5,0.986455
4,204.5,0.721514
5,204.5,1
6,204.5,0.986455
7,204.5,1
8,204.5,0.551523
9,204.5,1
10,204.5,0.551523
11,204.5,1
12,204.5,0.273042
13,204.5,0.979912
14,204.5,0.273042
15,204.5,0.551523
16,204.5,1
17,204.5,0.273042
18,204.5,0.551523
19,204.5,1
20,204.5,1
21,204.5,0.979912
1,205.5,0.539231
2,205.5,1
3,205.5,0.987231
4,205.5,0.705617
5,205.5,1
6,205.5,0.987231
7,205.5,1
8,205.5,0.539231
9,205.5,1
10,205.5,0.539231
11,205.5,1
12,205.5,0.282201
13,205.5,0.975786
14,205.5,0.282201
15,205.5,0.539231
16,205.5,1
17,205.5,0.282201
18,205.5,0.539231
19,205.5,1
20,205.5,1
21,205.5,0.975786
1,206.5,0.526996
2,206.5,1
3,206.5,0.987962
4,206.5,0.689563
5,206.5,1
6,206.5,0.987962
7,206.5,1
8,206.5,0.526996
9,206.5,1
10,206.5,0.526996
11,206.5,1
12,206.5,0.291544
13,206.5,0.971288
14,206.5,0.291544
15,206.5,0.526996
16,206.5,1
17,206.5,0.291544
18,206.5,0.526996
19,206.5,1
20,206.5,1
21,206.5,0.971288
1,207.5,0.514828
2,207.5,1
3,207.5,0.988653
4,207.5,0.673378
5,207.5,1
6,207.5,0.988653
7,207.5,1
8,207.5,0.514828
9,207.5,1
10,207.5,0.514828
11,207.5,1
12,207.5,0.301067
13,207.5,0.966425
14,207.5,0.301067
15,207.5,0.514828
16,207.5,1
17,207.5,0.301067
18,207.5,0.514828
19,207.5,1
20,207.5,1
21,207.5,0.966425
1,208.5,0.502736
2,208.5,1
3,208.5,0.989304
4,208.5,0.657089
5,208.5,1
6,208.5,0.989304
7,208.5,1
8,208.5,0.502736
9,208.5,1
10,208.5,0.502736
11,208.5,1
12,208.5,0.310764
13,208.5,0.9612
14,208.5,0.310764
15,208.5,0.502736
16,208.5,1
17,208.5,0.310764
18,208.5,0.502736
19,208.5,1
20,208.5,1
21,208.5,0.9612
1,209.5,0.490727
2,209.5,1
3,209.5,0.989918
4,209.5,0.640722
5,209.5,1
6,209.5,0.989918
7,209.5,1
8,209.5,0.490727
9,209.5,1
10,209.5,0.490727
11,209.5,1
12,209.5,0.320631
13,209.5,0.95562
14,209.5,0.320631
15,209.5,0.490727
16,209.5,1
17,209.5,0.320631
18,209.5,0.490727
19,209.5,1
20,209.5,1
21,209.5,0.95562
1,210.5,0.478811
2,210.5,1
3,210.5,0.990498
4,210.5,0.624303
5,210.5,1
6,210.5,0.990498
7,210.5,1
8,210.5,0.478811
9,210.5,1
10,210.5,0.478811
11,210.5,0.99999
12,210.5,0.33066
13,210.5,0.949691
14,210.5,0.33066
15,210.5,0.478811
16,210.5,0.99999
17,210.5,0.33066
18,210.5,0.478811
19,210.5,0.99999
20,210.5,1
21,210.5,0.949691
1,211.5,0.466995
2,211.5,1
3,211.5,0.991044
4,211.5,0.607856
5,211.5,1
6,211.5,0.991044
7,211.5,1
8,211.5,0.466995
9,211.5,1
10,211.5,0.466995
11,211.5,0.999794
12,211.5,0.340845
13,211.5,0.943419
14,211.5,0.340845
15,211.5,0.466995
16,211.5,0.999794
17,211.5,0.340845
18,211.5,0.466995
19,211.5,0.999794
20,211.5,1
21,211.5,0.943419
1,212.5,0.455287
2,212.5,1
3,212.5,0.991559
4,212.5,0.591407
5,212.5,1
6,212.5,0.991559
7,212.5,1
8,212.5,0.455287
9,212.5,1
10,212.5,0.455287
11,212.5,0.999349
12,212.5,0.35118
13,212.5,0.936809
14,212.5,0.35118
15,212.5,0.455287
16,212.5,0.999349
17,212.5,0.35118
18,212.5,0.455287
19,212.5,0.999349
20,212.5,1
21,212.5,0.936809
1,213.5,0.443693
2,213.5,1
3,213.5,0.992045
4,213.5,0.574979
5,213.5,1
6,213.5,0.992045
7,213.5,1
8,213.5,0.443693
9,213.5,1
10,213.5,0.443693
11,213.5,0.998654
12,213.5,0.361656
13,213.5,0.92987
14,213.5,0.361656
15,213.5,0.443693
16,213.5,0.998654
17,213.5,0.361656
18,213.5,0.443693
19,213.5,0.998654
20,213.5,1
21,213.5,0.92987
1,214.5,0.43222
2,214.5,1
3,214.5,0.992503
4,214.5,0.558595
5,214.5,1
6,214.5,0.992503
7,214.5,1
8,214.5,0.43222
9,214.5,1
10,214.5,0.43222
11,214.5,0.997711
12,214.5,0.372266
13,214.5,0.922609
14,214.5,0.372266
15,214.5,0.43222
16,214.5,0.997711
17,214.5,0.372266
18,214.5,0.43222
19,214.5,0.997711
