Fleet,Length,Sel
20,84.5,0.160982
21,84.5,0.066952
1,85.5,0.290554
2,85.5,0.17718
3,85.5,0.0560193
4,85.5,0.0857674
5,85.5,0.17718
6,85.5,0.0560193
7,85.5,0.17718
8,85.5,0.290554
9,85.5,0.17718
10,85.5,0.290554
11,85.5,0.0219417
12,85.5,0.00163522
13,85.5,0.0761569
14,85.5,0.00163522
15,85.5,0.290554
16,85.5,0.0219417
17,85.5,0.00163522
18,85.5,0.290554
19,85.5,0.0219417
20,85.5,0.17718
21,85.5,0.0761569
1,86.5,0.302642
2,86.5,0.194504
3,86.5,0.0592651
4,86.5,0.0944604
5,86.5,0.194504
6,86.5,0.0592651
7,86.5,0.194504
8,86.5,0.302642
9,86.5,0.194504
10,86.5,0.302642
11,86.5,0.0241948
12,86.5,0.0017115
13,86.5,0.0863553
14,86.5,0.0017115
15,86.5,0.302642
16,86.5,0.0241948
17,86.5,0.0017115
18,86.5,0.302642
19,86.5,0.0241948
20,86.5,0.194504
21,86.5,0.0863553
1,87.5,0.315018
2,87.5,0.212971
3,87.5,0.0626865
4,87.5,0.103833
5,87.5,0.212971
6,87.5,0.0626865
7,87.5,0.212971
8,87.5,0.315018
9,87.5,0.212971
10,87.5,0.315018
11,87.5,0.0266454
12,87.5,0.00179134
13,87.5,0.0976121
14,87.5,0.00179134
15,87.5,0.315018
16,87.5,0.0266454
17,87.5,0.00179134
18,87.5,0.315018
19,87.5,0.0266454
20,87.5,0.212971
21,87.5,0.0976121
1,88.5,0.327676
2,88.5,0.23259
3,88.5,0.0662915
4,88.5,0.113915
5,88.5,0.23259
6,88.5,0.0662915
7,88.5,0.23259
8,88.5,0.327676
9,88.5,0.23259
10,88.5,0.327676
11,88.5,0.0293071
12,88.5,0.0018749
13,88.5,0.10999
14,88.5,0.0018749
15,88.5,0.327676
16,88.5,0.0293071
17,88.5,0.0018749
18,88.5,0.327676
19,88.5,0.0293071
20,88.5,0.23259
21,88.5,0.10999
1,89.5,0.34061
2,89.5,0.25336
3,89.5,0.0700882
4,89.5,0.124735
5,89.5,0.25336
6,89.5,0.0700882
7,89.5,0.25336
8,89.5,0.34061
9,89.5,0.25336
10,89.5,0.34061
11,89.5,0.0321938
12,89.5,0.00196234
13,89.5,0.123548
14,89.5,0.00196234
15,89.5,0.34061
16,89.5,0.0321938
17,89.5,0.00196234
18,89.5,0.34061
19,89.5,0.0321938
20,89.5,0.25336
21,89.5,0.123548
1,90.5,0.353812
2,90.5,0.275272
3,90.5,0.0740852
4,90.5,0.136318
5,90.5,0.275272
6,90.5,0.0740852
7,90.5,0.275272
8,90.5,0.353812
9,90.5,0.275272
10,90.5,0.353812
11,90.5,0.0353201
12,90.5,0.00205386
13,90.5,0.138342
14,90.5,0.00205386
15,90.5,0.353812
16,90.5,0.0353201
17,90.5,0.00205386
18,90.5,0.353812
19,90.5,0.0353201
20,90.5,0.275272
21,90.5,0.138342
1,91.5,0.367275
2,91.5,0.298308
3,91.5,0.078291
4,91.5,0.148688
5,91.5,0.298308
6,91.5,0.078291
7,91.5,0.298308
8,91.5,0.367275
9,91.5,0.298308
10,91.5,0.367275
11,91.5,0.0387009
12,91.5,0.00214964
13,91.5,0.154421
14,91.5,0.00214964
15,91.5,0.367275
16,91.5,0.0387009
17,91.5,0.00214964
18,91.5,0.367275
19,91.5,0.0387009
20,91.5,0.298308
21,91.5,0.154421
1,92.5,0.38099
2,92.5,0.322437
3,92.5,0.0827142
4,92.5,0.161868
5,92.5,0.322437
6,92.5,0.0827142
7,92.5,0.322437
8,92.5,0.38099
9,92.5,0.322437
10,92.5,0.38099
11,92.5,0.0423517
12,92.5,0.00224987
13,92.5,0.171828
14,92.5,0.00224987
15,92.5,0.38099
16,92.5,0.0423517
17,92.5,0.00224987
18,92.5,0.38099
19,92.5,0.0423517
20,92.5,0.322437
21,92.5,0.171828
1,93.5,0.394947
2,93.5,0.347618
3,93.5,0.0873636
4,93.5,0.175875
5,93.5,0.347618
6,93.5,0.0873636
7,93.5,0.347618
8,93.5,0.394947
9,93.5,0.347618
10,93.5,0.394947
11,93.5,0.0462881
12,93.5,0.00235476
13,93.5,0.190597
14,93.5,0.00235476
15,93.5,0.394947
16,93.5,0.0462881
17,93.5,0.00235476
18,93.5,0.394947
19,93.5,0.0462881
20,93.5,0.347618
21,93.5,0.190597
1,94.5,0.409135
2,94.5,0.373799
3,94.5,0.092248
4,94.5,0.190725
5,94.5,0.373799
6,94.5,0.092248
7,94.5,0.373799
8,94.5,0.409135
9,94.5,0.373799
10,94.5,0.409135
11,94.5,0.0505264
12,94.5,0.00246453
13,94.5,0.210752
14,94.5,0.00246453
15,94.5,0.409135
16,94.5,0.0505264
17,94.5,0.00246453
18,94.5,0.409135
19,94.5,0.0505264
20,94.5,0.373799
21,94.5,0.210752
1,95.5,0.423544
2,95.5,0.400913
3,95.5,0.0973764
4,95.5,0.206428
5,95.5,0.400913
6,95.5,0.0973764
7,95.5,0.400913
8,95.5,0.423544
9,95.5,0.400913
10,95.5,0.423544
11,95.5,0.0550829
12,95.5,0.00257941
13,95.5,0.232307
14,95.5,0.00257941
15,95.5,0.423544
16,95.5,0.0550829
17,95.5,0.00257941
18,95.5,0.423544
19,95.5,0.0550829
20,95.5,0.400913
21,95.5,0.232307
1,96.5,0.43816
2,96.5,0.428885
3,96.5,0.102758
4,96.5,0.222992
5,96.5,0.428885
6,96.5,0.102758
7,96.5,0.428885
8,96.5,0.43816
9,96.5,0.428885
10,96.5,0.43816
11,96.5,0.0599743
12,96.5,0.00269962
13,96.5,0.255263
14,96.5,0.00269962
15,96.5,0.43816
16,96.5,0.0599743
17,96.5,0.00269962
18,96.5,0.43816
19,96.5,0.0599743
20,96.5,0.428885
21,96.5,0.255263
1,97.5,0.452971
2,97.5,0.457624
3,97.5,0.108401
4,97.5,0.24042
5,97.5,0.457624
6,97.5,0.108401
7,97.5,0.457624
8,97.5,0.452971
9,97.5,0.457624
10,97.5,0.452971
11,97.5,0.0652173
12,97.5,0.00282543
13,97.5,0.279607
14,97.5,0.00282543
15,97.5,0.452971
16,97.5,0.0652173
17,97.5,0.00282543
18,97.5,0.452971
19,97.5,0.0652173
20,97.5,0.457624
21,97.5,0.279607
1,98.5,0.467963
2,98.5,0.487028
3,98.5,0.114314
4,98.5,0.258708
5,98.5,0.487028
6,98.5,0.114314
7,98.5,0.487028
8,98.5,0.467963
9,98.5,0.487028
10,98.5,0.467963
11,98.5,0.0708289
12,98.5,0.00295708
13,98.5,0.305311
14,98.5,0.00295708
15,98.5,0.467963
16,98.5,0.0708289
17,98.5,0.00295708
18,98.5,0.467963
19,98.5,0.0708289
20,98.5,0.487028
21,98.5,0.305311
1,99.5,0.483121
2,99.5,0.516983
3,99.5,0.120506
4,99.5,0.27785
5,99.5,0.516983
6,99.5,0.120506
7,99.5,0.516983
8,99.5,0.483121
9,99.5,0.516983
10,99.5,0.483121
11,99.5,0.0768259
12,99.5,0.00309484
13,99.5,0.332331
14,99.5,0.00309484
15,99.5,0.483121
16,99.5,0.0768259
17,99.5,0.00309484
18,99.5,0.483121
19,99.5,0.0768259
20,99.5,0.516983
21,99.5,0.332331
1,100.5,0.498428
2,100.5,0.547365
3,100.5,0.126986
4,100.5,0.29783
5,100.5,0.547365
6,100.5,0.126986
7,100.5,0.547365
8,100.5,0.498428
9,100.5,0.547365
10,100.5,0.498428
11,100.5,0.0832252
12,100.5,0.003239
13,100.5,0.360608
14,100.5,0.003239
15,100.5,0.498428
16,100.5,0.0832252
17,100.5,0.003239
18,100.5,0.498428
19,100.5,0.0832252
20,100.5,0.547365
21,100.5,0.360608
1,101.5,0.51387
2,101.5,0.578036
3,101.5,0.133761
4,101.5,0.31863
5,101.5,0.578036
6,101.5,0.133761
7,101.5,0.578036
8,101.5,0.51387
9,101.5,0.578036
10,101.5,0.51387
11,101.5,0.0900433
12,101.5,0.00338985
13,101.5,0.390061
14,101.5,0.00338985
15,101.5,0.51387
16,101.5,0.0900433
17,101.5,0.00338985
18,101.5,0.51387
19,101.5,0.0900433
20,101.5,0.578036
21,101.5,0.390061
1,102.5,0.529428
2,102.5,0.60885
3,102.5,0.140839
4,102.5,0.340224
5,102.5,0.60885
6,102.5,0.140839
7,102.5,0.60885
8,102.5,0.529428
9,102.5,0.60885
10,102.5,0.529428
11,102.5,0.0972966
12,102.5,0.0035477
13,102.5,0.420596
14,102.5,0.0035477
15,102.5,0.529428
16,102.5,0.0972966
17,102.5,0.0035477
18,102.5,0.529428
19,102.5,0.0972966
20,102.5,0.60885
21,102.5,0.420596
1,103.5,0.545084
2,103.5,0.639652
3,103.5,0.148227
4,103.5,0.362578
5,103.5,0.639652
6,103.5,0.148227
7,103.5,0.639652
8,103.5,0.545084
9,103.5,0.639652
10,103.5,0.545084
11,103.5,0.105001
12,103.5,0.00371288
13,103.5,0.452098
14,103.5,0.00371288
15,103.5,0.545084
16,103.5,0.105001
17,103.5,0.00371288
18,103.5,0.545084
19,103.5,0.105001
20,103.5,0.639652
21,103.5,0.452098
1,104.5,0.56082
2,104.5,0.670277
3,104.5,0.155933
4,104.5,0.385654
5,104.5,0.670277
6,104.5,0.155933
7,104.5,0.670277
8,104.5,0.56082
9,104.5,0.670277
10,104.5,0.56082
11,104.5,0.113172
12,104.5,0.00388572
13,104.5,0.484434
14,104.5,0.00388572
15,104.5,0.56082
16,104.5,0.113172
17,104.5,0.00388572
18,104.5,0.56082
19,104.5,0.113172
20,104.5,0.670277
21,104.5,0.484434
1,105.5,0.576615
2,105.5,0.700556
3,105.5,0.163963
4,105.5,0.409405
5,105.5,0.700556
6,105.5,0.163963
7,105.5,0.700556
8,105.5,0.576615
9,105.5,0.700556
10,105.5,0.576615
11,105.5,0.121825
12,105.5,0.00406657
13,105.5,0.517452
14,105.5,0.00406657
15,105.5,0.576615
16,105.5,0.121825
17,105.5,0.00406657
18,105.5,0.576615
19,105.5,0.121825
20,105.5,0.700556
21,105.5,0.517452
1,106.5,0.592451
2,106.5,0.730312
3,106.5,0.172321
4,106.5,0.433779
5,106.5,0.730312
6,106.5,0.172321
7,106.5,0.730312
8,106.5,0.592451
9,106.5,0.730312
10,106.5,0.592451
11,106.5,0.130973
12,106.5,0.0042558
13,106.5,0.550987
14,106.5,0.0042558
15,106.5,0.592451
16,106.5,0.130973
17,106.5,0.0042558
18,106.5,0.592451
19,106.5,0.130973
20,106.5,0.730312
21,106.5,0.550987
1,107.5,0.608305
2,107.5,0.759367
3,107.5,0.181013
4,107.5,0.458715
5,107.5,0.759367
6,107.5,0.181013
7,107.5,0.759367
8,107.5,0.608305
9,107.5,0.759367
10,107.5,0.608305
11,107.5,0.140629
12,107.5,0.0044538
13,107.5,0.584853
14,107.5,0.0044538
15,107.5,0.608305
16,107.5,0.140629
17,107.5,0.0044538
18,107.5,0.608305
19,107.5,0.140629
20,107.5,0.759367
21,107.5,0.584853
1,108.5,0.624157
2,108.5,0.78754
3,108.5,0.190043
4,108.5,0.484147
5,108.5,0.78754
6,108.5,0.190043
7,108.5,0.78754
8,108.5,0.624157
9,108.5,0.78754
10,108.5,0.624157
11,108.5,0.150807
12,108.5,0.00466096
13,108.5,0.618851
14,108.5,0.00466096
15,108.5,0.624157
16,108.5,0.150807
17,108.5,0.00466096
18,108.5,0.624157
19,108.5,0.150807
20,108.5,0.78754
21,108.5,0.618851
1,109.5,0.639985
2,109.5,0.81465
3,109.5,0.199414
4,109.5,0.51
5,109.5,0.81465
6,109.5,0.199414
7,109.5,0.81465
8,109.5,0.639985
9,109.5,0.81465
10,109.5,0.639985
11,109.5,0.161516
12,109.5,0.00487772
13,109.5,0.652771
14,109.5,0.00487772
15,109.5,0.639985
16,109.5,0.161516
17,109.5,0.00487772
18,109.5,0.639985
19,109.5,0.161516
20,109.5,0.81465
21,109.5,0.652771
1,110.5,0.655766
2,110.5,0.840518
3,110.5,0.209128
4,110.5,0.536195
5,110.5,0.840518
6,110.5,0.209128
7,110.5,0.840518
8,110.5,0.655766
9,110.5,0.840518
10,110.5,0.655766
11,110.5,0.172767
12,110.5,0.0051045
13,110.5,0.686388
14,110.5,0.0051045
15,110.5,0.655766
16,110.5,0.172767
17,110.5,0.0051045
18,110.5,0.655766
19,110.5,0.172767
20,110.5,0.840518
21,110.5,0.686388
1,111.5,0.671476
2,111.5,0.864969
3,111.5,0.219185
4,111.5,0.562646
5,111.5,0.864969
6,111.5,0.219185
7,111.5,0.864969
8,111.5,0.671476
9,111.5,0.864969
10,111.5,0.671476
11,111.5,0.184567
12,111.5,0.00534177
13,111.5,0.719471
14,111.5,0.00534177
15,111.5,0.671476
16,111.5,0.184567
17,111.5,0.00534177
18,111.5,0.671476
19,111.5,0.184567
20,111.5,0.864969
21,111.5,0.719471
1,112.5,0.687093
2,112.5,0.887834
3,112.5,0.229586
4,112.5,0.589259
5,112.5,0.887834
6,112.5,0.229586
7,112.5,0.887834
8,112.5,0.687093
9,112.5,0.887834
10,112.5,0.687093
11,112.5,0.196923
12,112.5,0.00559001
13,112.5,0.75178
14,112.5,0.00559001
15,112.5,0.687093
16,112.5,0.196923
17,112.5,0.00559001
18,112.5,0.687093
19,112.5,0.196923
20,112.5,0.887834
21,112.5,0.75178
1,113.5,0.702593
2,113.5,0.90895
3,113.5,0.240328
4,113.5,0.615938
5,113.5,0.90895
6,113.5,0.240328
7,113.5,0.90895
8,113.5,0.702593
9,113.5,0.90895
10,113.5,0.702593
11,113.5,0.209841
12,113.5,0.00584971
13,113.5,0.783075
14,113.5,0.00584971
15,113.5,0.702593
16,113.5,0.209841
17,113.5,0.00584971
18,113.5,0.702593
19,113.5,0.209841
20,113.5,0.90895
21,113.5,0.783075
1,114.5,0.717952
2,114.5,0.928168
3,114.5,0.251408
4,114.5,0.64258
5,114.5,0.928168
6,114.5,0.251408
7,114.5,0.928168
8,114.5,0.717952
9,114.5,0.928168
10,114.5,0.717952
11,114.5,0.223323
12,114.5,0.00612141
13,114.5,0.813112
14,114.5,0.00612141
15,114.5,0.717952
16,114.5,0.223323
17,114.5,0.00612141
18,114.5,0.717952
19,114.5,0.223323
20,114.5,0.928168
21,114.5,0.813112
1,115.5,0.733145
2,115.5,0.945345
3,115.5,0.262823
4,115.5,0.669078
5,115.5,0.945345
6,115.5,0.262823
7,115.5,0.945345
8,115.5,0.733145
9,115.5,0.945345
10,115.5,0.733145
11,115.5,0.237371
12,115.5,0.00640564
13,115.5,0.841651
14,115.5,0.00640564
15,115.5,0.733145
16,115.5,0.237371
17,115.5,0.00640564
18,115.5,0.733145
19,115.5,0.237371
20,115.5,0.945345
21,115.5,0.841651
1,116.5,0.748148
2,116.5,0.960354
3,116.5,0.274566
4,116.5,0.695322
5,116.5,0.960354
6,116.5,0.274566
7,116.5,0.960354
8,116.5,0.748148
9,116.5,0.960354
10,116.5,0.748148
11,116.5,0.251982
12,116.5,0.00670299
13,116.5,0.868457
14,116.5,0.00670299
15,116.5,0.748148
16,116.5,0.251982
17,116.5,0.00670299
18,116.5,0.748148
19,116.5,0.251982
20,116.5,0.960354
21,116.5,0.868457
1,117.5,0.762937
2,117.5,0.973084
3,117.5,0.28663
4,117.5,0.721198
5,117.5,0.973084
6,117.5,0.28663
7,117.5,0.973084
8,117.5,0.762937
9,117.5,0.973084
10,117.5,0.762937
11,117.5,0.267154
12,117.5,0.00701403
13,117.5,0.893304
14,117.5,0.00701403
15,117.5,0.762937
16,117.5,0.267154
17,117.5,0.00701403
18,117.5,0.762937
19,117.5,0.267154
20,117.5,0.973084
21,117.5,0.893304
1,118.5,0.777486
2,118.5,0.983437
3,118.5,0.299005
4,118.5,0.74659
5,118.5,0.983437
6,118.5,0.299005
7,118.5,0.983437
8,118.5,0.777486
9,118.5,0.983437
10,118.5,0.777486
11,118.5,0.282881
12,118.5,0.00733941
13,118.5,0.915976
14,118.5,0.00733941
15,118.5,0.777486
16,118.5,0.282881
17,118.5,0.00733941
18,118.5,0.777486
19,118.5,0.282881
20,118.5,0.983437
21,118.5,0.915976
1,119.5,0.791772
2,119.5,0.991336
3,119.5,0.311681
4,119.5,0.771382
5,119.5,0.991336
6,119.5,0.311681
7,119.5,0.991336
8,119.5,0.791772
9,119.5,0.991336
10,119.5,0.791772
11,119.5,0.299155
12,119.5,0.00767976
13,119.5,0.936276
14,119.5,0.00767976
15,119.5,0.791772
16,119.5,0.299155
17,119.5,0.00767976
18,119.5,0.791772
19,119.5,0.299155
20,119.5,0.991336
21,119.5,0.936276
1,120.5,0.805769
2,120.5,0.996718
3,120.5,0.324646
4,120.5,0.795455
5,120.5,0.996718
6,120.5,0.324646
7,120.5,0.996718
8,120.5,0.805769
9,120.5,0.996718
10,120.5,0.805769
11,120.5,0.315964
12,120.5,0.00803577
13,120.5,0.954022
14,120.5,0.00803577
15,120.5,0.805769
16,120.5,0.315964
17,120.5,0.00803577
18,120.5,0.805769
19,120.5,0.315964
20,120.5,0.996718
21,120.5,0.954022
1,121.5,0.819453
2,121.5,0.999543
3,121.5,0.337885
4,121.5,0.818694
5,121.5,0.999543
6,121.5,0.337885
7,121.5,0.999543
8,121.5,0.819453
9,121.5,0.999543
10,121.5,0.819453
11,121.5,0.333295
12,121.5,0.00840814
13,121.5,0.969052
14,121.5,0.00840814
15,121.5,0.819453
16,121.5,0.333295
17,121.5,0.00840814
18,121.5,0.819453
19,121.5,0.333295
20,121.5,0.999543
21,121.5,0.969052
1,122.5,0.8328
2,122.5,0.999999
3,122.5,0.351383
4,122.5,0.840983
5,122.5,0.999999
6,122.5,0.351383
7,122.5,0.999999
8,122.5,0.8328
9,122.5,0.999999
10,122.5,0.8328
11,122.5,0.351131
12,122.5,0.00879762
13,122.5,0.981229
14,122.5,0.00879762
15,122.5,0.8328
16,122.5,0.351131
17,122.5,0.00879762
18,122.5,0.8328
19,122.5,0.351131
20,122.5,0.999999
21,122.5,0.981229
1,123.5,0.845786
2,123.5,1
3,123.5,0.365123
4,123.5,0.862207
5,123.5,1
6,123.5,0.365123
7,123.5,1
8,123.5,0.845786
9,123.5,1
10,123.5,0.845786
11,123.5,0.369454
12,123.5,0.00920496
13,123.5,0.990441
14,123.5,0.00920496
15,123.5,0.845786
16,123.5,0.369454
17,123.5,0.00920496
18,123.5,0.845786
19,123.5,0.369454
20,123.5,1
21,123.5,0.990441
1,124.5,0.858388
2,124.5,1
3,124.5,0.379087
4,124.5,0.882258
5,124.5,1
6,124.5,0.379087
7,124.5,1
8,124.5,0.858388
9,124.5,1
10,124.5,0.858388
11,124.5,0.388241
12,124.5,0.00963099
13,124.5,0.9966
14,124.5,0.00963099
15,124.5,0.858388
16,124.5,0.388241
17,124.5,0.00963099
18,124.5,0.858388
19,124.5,0.388241
20,124.5,1
21,124.5,0.9966
1,125.5,0.870582
2,125.5,1
3,125.5,0.393253
4,125.5,0.90103
5,125.5,1
6,125.5,0.393253
7,125.5,1
8,125.5,0.870582
9,125.5,1
10,125.5,0.870582
11,125.5,0.407466
12,125.5,0.0100765
13,125.5,0.999651
14,125.5,0.0100765
15,125.5,0.870582
16,125.5,0.407466
17,125.5,0.0100765
18,125.5,0.870582
19,125.5,0.407466
20,125.5,1
21,125.5,0.999651
1,126.5,0.882346
2,126.5,1
3,126.5,0.407602
4,126.5,0.918422
5,126.5,1
6,126.5,0.407602
7,126.5,1
8,126.5,0.882346
9,126.5,1
10,126.5,0.882346
11,126.5,0.427101
12,126.5,0.0105425
13,126.5,1
14,126.5,0.0105425
15,126.5,0.882346
16,126.5,0.427101
17,126.5,0.0105425
18,126.5,0.882346
19,126.5,0.427101
20,126.5,1
21,126.5,1
1,127.5,0.893659
2,127.5,1
3,127.5,0.422109
4,127.5,0.934339
5,127.5,1
6,127.5,0.422109
7,127.5,1
8,127.5,0.893659
9,127.5,1
10,127.5,0.893659
11,127.5,0.447116
12,127.5,0.0110297
13,127.5,1
14,127.5,0.0110297
15,127.5,0.893659
16,127.5,0.447116
17,127.5,0.0110297
18,127.5,0.893659
19,127.5,0.447116
20,127.5,1
21,127.5,1
1,128.5,0.904497
2,128.5,1
3,128.5,0.436753
4,128.5,0.948694
5,128.5,1
6,128.5,0.436753
7,128.5,1
8,128.5,0.904497
9,128.5,1
10,128.5,0.904497
11,128.5,0.467477
12,128.5,0.0115392
13,128.5,1
14,128.5,0.0115392
15,128.5,0.904497
16,128.5,0.467477
17,128.5,0.0115392
18,128.5,0.904497
19,128.5,0.467477
20,128.5,1
21,128.5,1
1,129.5,0.914842
2,129.5,1
3,129.5,0.451507
4,129.5,0.961406
5,129.5,1
6,129.5,0.451507
7,129.5,1
8,129.5,0.914842
9,129.5,1
10,129.5,0.914842
11,129.5,0.488145
12,129.5,0.0120719
13,129.5,1
14,129.5,0.0120719
15,129.5,0.914842
16,129.5,0.488145
17,129.5,0.0120719
18,129.5,0.914842
19,129.5,0.488145
20,129.5,1
21,129.5,1
1,130.5,0.924673
2,130.5,1
3,130.5,0.466347
4,130.5,0.972406
5,130.5,1
6,130.5,0.466347
7,130.5,1
8,130.5,0.924673
9,130.5,1
10,130.5,0.924673
11,130.5,0.509082
12,130.5,0.012629
13,130.5,1
14,130.5,0.012629
15,130.5,0.924673
16,130.5,0.509082
17,130.5,0.012629
18,130.5,0.924673
19,130.5,0.509082
20,130.5,1
21,130.5,1
1,131.5,0.933971
2,131.5,1
3,131.5,0.481247
4,131.5,0.981629
5,131.5,1
6,131.5,0.481247
7,131.5,1
8,131.5,0.933971
9,131.5,1
10,131.5,0.933971
11,131.5,0.530245
12,131.5,0.0132113
13,131.5,1
14,131.5,0.0132113
15,131.5,0.933971
16,131.5,0.530245
17,131.5,0.0132113
18,131.5,0.933971
19,131.5,0.530245
20,131.5,1
21,131.5,1
1,132.5,0.942718
2,132.5,1
3,132.5,0.496181
4,132.5,0.989023
5,132.5,1
6,132.5,0.496181
7,132.5,1
8,132.5,0.942718
9,132.5,1
10,132.5,0.942718
11,132.5,0.551588
12,132.5,0.0138202
13,132.5,1
14,132.5,0.0138202
15,132.5,0.942718
16,132.5,0.551588
17,132.5,0.0138202
18,132.5,0.942718
19,132.5,0.551588
20,132.5,1
21,132.5,1
1,133.5,0.950896
2,133.5,1
3,133.5,0.511121
4,133.5,0.994546
5,133.5,1
6,133.5,0.511121
7,133.5,1
8,133.5,0.950896
9,133.5,1
10,133.5,0.950896
11,133.5,0.573063
12,133.5,0.0144567
13,133.5,1
14,133.5,0.0144567
15,133.5,0.950896
16,133.5,0.573063
17,133.5,0.0144567
18,133.5,0.950896
19,133.5,0.573063
20,133.5,1
21,133.5,1
1,134.5,0.95849
2,134.5,1
3,134.5,0.526042
4,134.5,0.998166
5,134.5,1
6,134.5,0.526042
7,134.5,1
8,134.5,0.95849
9,134.5,1
10,134.5,0.95849
11,134.5,0.594621
12,134.5,0.0151221
13,134.5,1
14,134.5,0.0151221
15,134.5,0.95849
16,134.5,0.594621
17,134.5,0.0151221
18,134.5,0.95849
19,134.5,0.594621
20,134.5,1
21,134.5,1
1,135.5,0.965485
2,135.5,1
3,135.5,0.540916
4,135.5,0.999863
5,135.5,1
6,135.5,0.540916
7,135.5,1
8,135.5,0.965485
9,135.5,1
10,135.5,0.965485
11,135.5,0.616209
12,135.5,0.0158176
13,135.5,1
14,135.5,0.0158176
15,135.5,0.965485
16,135.5,0.616209
17,135.5,0.0158176
18,135.5,0.965485
19,135.5,0.616209
20,135.5,1
21,135.5,1
1,136.5,0.971866
2,136.5,1
3,136.5,0.555717
4,136.5,1
5,136.5,1
6,136.5,0.555717
7,136.5,1
8,136.5,0.971866
9,136.5,1
10,136.5,0.971866
11,136.5,0.637771
12,136.5,0.0165446
13,136.5,1
14,136.5,0.0165446
15,136.5,0.971866
16,136.5,0.637771
17,136.5,0.0165446
18,136.5,0.971866
19,136.5,0.637771
20,136.5,1
21,136.5,1
1,137.5,0.977621
2,137.5,1
3,137.5,0.570421
4,137.5,1
5,137.5,1
6,137.5,0.570421
7,137.5,1
8,137.5,0.977621
9,137.5,1
10,137.5,0.977621
11,137.5,0.659253
12,137.5,0.0173044
13,137.5,1
14,137.5,0.0173044
15,137.5,0.977621
16,137.5,0.659253
17,137.5,0.0173044
18,137.5,0.977621
19,137.5,0.659253
20,137.5,1
21,137.5,1
1,138.5,0.982738
2,138.5,1
3,138.5,0.585001
4,138.5,1
5,138.5,1
6,138.5,0.585001
7,138.5,1
8,138.5,0.982738
9,138.5,1
10,138.5,0.982738
11,138.5,0.680595
12,138.5,0.0180984
13,138.5,1
14,138.5,0.0180984
15,138.5,0.982738
16,138.5,0.680595
17,138.5,0.0180984
18,138.5,0.982738
19,138.5,0.680595
20,138.5,1
21,138.5,1
1,139.5,0.987207
2,139.5,1
3,139.5,0.599433
4,139.5,1
5,139.5,1
6,139.5,0.599433
7,139.5,1
8,139.5,0.987207
9,139.5,1
10,139.5,0.987207
11,139.5,0.701738
12,139.5,0.0189282
13,139.5,1
14,139.5,0.0189282
15,139.5,0.987207
16,139.5,0.701738
17,139.5,0.0189282
18,139.5,0.987207
19,139.5,0.701738
20,139.5,1
21,139.5,1
1,140.5,0.991019
2,140.5,1
3,140.5,0.613696
4,140.5,1
5,140.5,1
6,140.5,0.613696
7,140.5,1
8,140.5,0.991019
9,140.5,1
10,140.5,0.991019
11,140.5,0.722622
12,140.5,0.0197952
13,140.5,1
14,140.5,0.0197952
15,140.5,0.991019
16,140.5,0.722622
17,140.5,0.0197952
18,140.5,0.991019
19,140.5,0.722622
20,140.5,1
21,140.5,1
1,141.5,0.994165
2,141.5,1
3,141.5,0.627765
4,141.5,1
5,141.5,1
6,141.5,0.627765
7,141.5,1
8,141.5,0.994165
9,141.5,1
10,141.5,0.994165
11,141.5,0.743185
12,141.5,0.0207011
13,141.5,1
14,141.5,0.0207011
15,141.5,0.994165
16,141.5,0.743185
17,141.5,0.0207011
18,141.5,0.994165
19,141.5,0.743185
20,141.5,1
21,141.5,1
1,142.5,0.99664
2,142.5,1
3,142.5,0.641622
4,142.5,1
5,142.5,1
6,142.5,0.641622
7,142.5,1
8,142.5,0.99664
9,142.5,1
10,142.5,0.99664
11,142.5,0.763365
12,142.5,0.0216476
13,142.5,1
14,142.5,0.0216476
15,142.5,0.99664
16,142.5,0.763365
17,142.5,0.0216476
18,142.5,0.99664
19,142.5,0.763365
20,142.5,1
21,142.5,1
1,143.5,0.998439
2,143.5,1
3,143.5,0.655246
4,143.5,1
5,143.5,1
6,143.5,0.655246
7,143.5,1
8,143.5,0.998439
9,143.5,1
10,143.5,0.998439
11,143.5,0.783101
12,143.5,0.0226363
13,143.5,1
14,143.5,0.0226363
15,143.5,0.998439
16,143.5,0.783101
17,143.5,0.0226363
18,143.5,0.998439
19,143.5,0.783101
20,143.5,1
21,143.5,1
1,144.5,0.999558
2,144.5,1
3,144.5,0.66862
4,144.5,1
5,144.5,1
6,144.5,0.66862
7,144.5,1
8,144.5,0.999558
9,144.5,1
10,144.5,0.999558
11,144.5,0.802329
12,144.5,0.0236691
13,144.5,1
14,144.5,0.0236691
15,144.5,0.999558
16,144.5,0.802329
17,144.5,0.0236691
18,144.5,0.999558
19,144.5,0.802329
20,144.5,1
21,144.5,1
1,145.5,0.999994
2,145.5,1
3,145.5,0.681727
4,145.5,1
5,145.5,1
6,145.5,0.681727
7,145.5,1
8,145.5,0.999994
9,145.5,1
10,145.5,0.999994
11,145.5,0.820989
12,145.5,0.0247479
13,145.5,1
14,145.5,0.0247479
15,145.5,0.999994
16,145.5,0.820989
17,145.5,0.0247479
18,145.5,0.999994
19,145.5,0.820989
20,145.5,1
21,145.5,1
1,146.5,1
2,146.5,1
3,146.5,0.694552
4,146.5,1
5,146.5,1
6,146.5,0.694552
7,146.5,1
8,146.5,1
9,146.5,1
10,146.5,1
11,146.5,0.839019
12,146.5,0.0258745
