Sex,Yr,Age,F
2,1968,1,0.006218
2,1969,1,0.00438300000000003
2,1970,1,0.004583
2,1971,1,0.00698900000000002
2,1972,1,0.00686100000000001
2,1973,1,0.006019
2,1974,1,0.00806200000000001
2,1975,1,0.005577
2,1976,1,0.00905
2,1977,1,0.00329000000000002
2,1978,1,0.00446600000000003
2,1979,1,0.00758399999999998
2,1980,1,0.008766
2,1981,1,0.009994
2,1982,1,0.00931399999999999
2,1983,1,0.00617200000000001
2,1984,1,0.00786500000000001
2,1985,1,0.010302
2,1986,1,0.00859799999999999
2,1987,1,0.00897199999999998
2,1988,1,0.01389
2,1989,1,0.011136
2,1990,1,0.010093
2,1991,1,0.00827099999999997
2,1992,1,0.010035
2,1993,1,0.00850899999999999
2,1994,1,0.011968
2,1995,1,0.00889299999999998
2,1996,1,0.012793
2,1997,1,0.017556
2,1998,1,0.024304
2,1999,1,0.028203
2,2000,1,0.029982
2,2001,1,0.036878
2,2002,1,0.043812
2,2003,1,0.038612
2,2004,1,0.047667
2,2005,1,0.034265
2,2006,1,0.044148
2,2007,1,0.039903
2,2008,1,0.041117
2,2009,1,0.040906
2,2010,1,0.031857
2,2011,1,0.043439
2,2012,1,0.042639
2,2013,1,0.043354
2,2014,1,0.049948
2,2015,1,0.053754
2,2016,1,0.049682
2,2017,1,0.052617
2,2018,1,0.060499
2,2019,1,0.048079
2,2020,1,0.033455
2,2021,1,0.033396
2,2022,1,0.037153
1,1952,2,0.000146000000000035
1,1953,2,0.000339000000000034
1,1954,2,0.002027
1,1955,2,0.00273500000000004
1,1956,2,0.00223800000000002
1,1957,2,0.00193900000000002
1,1958,2,0.00333900000000004
1,1959,2,0.00368500000000005
1,1960,2,0.00247600000000003
1,1961,2,0.00433600000000001
1,1962,2,0.00412400000000002
1,1963,2,0.00618500000000005
1,1964,2,0.00311400000000001
1,1965,2,0.00741200000000003
1,1966,2,0.00837300000000002
1,1967,2,0.006803
1,1968,2,0.009718
1,1969,2,0.00735000000000002
1,1970,2,0.00707200000000002
1,1971,2,0.011297
1,1972,2,0.011316
1,1973,2,0.00988800000000001
1,1974,2,0.012631
1,1975,2,0.00865900000000003
1,1976,2,0.013995
1,1977,2,0.00534700000000005
1,1978,2,0.00679300000000005
1,1979,2,0.0120130000000001
1,1980,2,0.013622
1,1981,2,0.016347
1,1982,2,0.01541
1,1983,2,0.010229
1,1984,2,0.0121540000000001
1,1985,2,0.015769
1,1986,2,0.014417
1,1987,2,0.0146210000000001
1,1988,2,0.0225050000000001
1,1989,2,0.017779
1,1990,2,0.015595
1,1991,2,0.013047
1,1992,2,0.015902
1,1993,2,0.013346
1,1994,2,0.018859
1,1995,2,0.013636
1,1996,2,0.0200050000000001
1,1997,2,0.027655
1,1998,2,0.037638
1,1999,2,0.043483
1,2000,2,0.048908
1,2001,2,0.059376
1,2002,2,0.0679920000000001
1,2003,2,0.064297
1,2004,2,0.076378
1,2005,2,0.057847
1,2006,2,0.074918
1,2007,2,0.072958
1,2008,2,0.068553
1,2009,2,0.063527
1,2010,2,0.051625
1,2011,2,0.067864
1,2012,2,0.068628
1,2013,2,0.068209
1,2014,2,0.077416
1,2015,2,0.082892
1,2016,2,0.074426
1,2017,2,0.078311
1,2018,2,0.092574
1,2019,2,0.074085
1,2020,2,0.05588
1,2021,2,0.054741
1,2022,2,0.058035
2,1952,2,0.000151999999999985
2,1953,2,0.000354000000000021
2,1954,2,0.00212400000000001
2,1955,2,0.00300400000000001
2,1956,2,0.00244899999999998
2,1957,2,0.00204100000000002
2,1958,2,0.00354900000000002
2,1959,2,0.004021
2,1960,2,0.00268600000000002
2,1961,2,0.00470500000000001
2,1962,2,0.00433800000000001
2,1963,2,0.00653500000000001
2,1964,2,0.00329099999999999
2,1965,2,0.00771100000000002
2,1966,2,0.00884600000000002
2,1967,2,0.00726199999999999
2,1968,2,0.010189
2,1969,2,0.007878
2,1970,2,0.00744699999999998
2,1971,2,0.012033
2,1972,2,0.012075
2,1973,2,0.010455
2,1974,2,0.013314
2,1975,2,0.00916699999999998
2,1976,2,0.014818
2,1977,2,0.005774
2,1978,2,0.00711899999999999
2,1979,2,0.012827
2,1980,2,0.014456
2,1981,2,0.017613
2,1982,2,0.016584
2,1983,2,0.010975
2,1984,2,0.01288
2,1985,2,0.016623
2,1986,2,0.015602
2,1987,2,0.015733
2,1988,2,0.024123
2,1989,2,0.018896
2,1990,2,0.016577
2,1991,2,0.01386
2,1992,2,0.016868
2,1993,2,0.014078
2,1994,2,0.019972
2,1995,2,0.014371
2,1996,2,0.021037
2,1997,2,0.028968
2,1998,2,0.039445
2,1999,2,0.04557
2,2000,2,0.0518
2,2001,2,0.062933
2,2002,2,0.071761
2,2003,2,0.069007
2,2004,2,0.081659
2,2005,2,0.062618
2,2006,2,0.081474
2,2007,2,0.080799
2,2008,2,0.074648
2,2009,2,0.068005
2,2010,2,0.055516
2,2011,2,0.072519
2,2012,2,0.073835
2,2013,2,0.073111
2,2014,2,0.0827
2,2015,2,0.088635
2,2016,2,0.078936
2,2017,2,0.082984
2,2018,2,0.098632
2,2019,2,0.079045
2,2020,2,0.060934
2,2021,2,0.059242
2,2022,2,0.062332
1,1952,3,0.000164999999999971
1,1953,3,0.000394999999999979
1,1954,3,0.00236500000000001
1,1955,3,0.003529
1,1956,3,0.00284699999999999
1,1957,3,0.00220399999999998
1,1958,3,0.00395800000000002
1,1959,3,0.004633
1,1960,3,0.003104
1,1961,3,0.00539499999999998
1,1962,3,0.004832
1,1963,3,0.00719700000000001
1,1964,3,0.00367000000000001
1,1965,3,0.00846000000000002
1,1966,3,0.00992399999999999
1,1967,3,0.00823999999999997
1,1968,3,0.011431
1,1969,3,0.00919599999999998
1,1970,3,0.00842900000000002
1,1971,3,0.01408
1,1972,3,0.01413
1,1973,3,0.011925
1,1974,3,0.01508
1,1975,3,0.010207
1,1976,3,0.016641
1,1977,3,0.00657099999999999
1,1978,3,0.007739
1,1979,3,0.014447
1,1980,3,0.016176
1,1981,3,0.02037
1,1982,3,0.019269
1,1983,3,0.012625
1,1984,3,0.01444
1,1985,3,0.018308
1,1986,3,0.018138
1,1987,3,0.018092
1,1988,3,0.027184
1,1989,3,0.021098
1,1990,3,0.018454
1,1991,3,0.015481
1,1992,3,0.018811
1,1993,3,0.015329
1,1994,3,0.021762
1,1995,3,0.015496
1,1996,3,0.022811
1,1997,3,0.031801
1,1998,3,0.042534
1,1999,3,0.048823
1,2000,3,0.056322
1,2001,3,0.068134
1,2002,3,0.076773
1,2003,3,0.076615
1,2004,3,0.08932
1,2005,3,0.071024
1,2006,3,0.091936
1,2007,3,0.094712
1,2008,3,0.084017
1,2009,3,0.073499
1,2010,3,0.061016
1,2011,3,0.07826
1,2012,3,0.080949
1,2013,3,0.079359
1,2014,3,0.088752
1,2015,3,0.095217
1,2016,3,0.083483
1,2017,3,0.087765
1,2018,3,0.10515
1,2019,3,0.085555
1,2020,3,0.068845
1,2021,3,0.066079
1,2022,3,0.068535
2,1952,3,0.000165999999999999
2,1953,3,0.000396999999999981
2,1954,3,0.00238099999999997
2,1955,3,0.00359199999999998
2,1956,3,0.00288499999999997
2,1957,3,0.00222299999999997
2,1958,3,0.003996
2,1959,3,0.00469599999999998
2,1960,3,0.00314899999999996
2,1961,3,0.00547300000000001
2,1962,3,0.00487399999999999
2,1963,3,0.00726499999999997
2,1964,3,0.00370299999999996
2,1965,3,0.00850200000000001
2,1966,3,0.010009
2,1967,3,0.00834299999999999
2,1968,3,0.011507
2,1969,3,0.00931699999999996
2,1970,3,0.00850699999999999
2,1971,3,0.01428
2,1972,3,0.014321
2,1973,3,0.012027
2,1974,3,0.015219
2,1975,3,0.010328
2,1976,3,0.016822
2,1977,3,0.00667699999999999
2,1978,3,0.00779099999999999
2,1979,3,0.014622
2,1980,3,0.016347
2,1981,3,0.020693
2,1982,3,0.019562
2,1983,3,0.012805
2,1984,3,0.014605
2,1985,3,0.018469
2,1986,3,0.01844
2,1987,3,0.018383
2,1988,3,0.027559
2,1989,3,0.021326
2,1990,3,0.018654
2,1991,3,0.015649
2,1992,3,0.019041
2,1993,3,0.015463
2,1994,3,0.021969
2,1995,3,0.015638
2,1996,3,0.022961
2,1997,3,0.032
2,1998,3,0.042795
2,1999,3,0.049074
2,2000,3,0.056712
2,2001,3,0.068666
2,2002,3,0.077409
2,2003,3,0.077543
2,2004,3,0.090289
2,2005,3,0.072073
2,2006,3,0.093227
2,2007,3,0.096562
2,2008,3,0.085327
2,2009,3,0.074311
2,2010,3,0.061761
2,2011,3,0.079133
2,2012,3,0.08197
2,2013,3,0.080299
2,2014,3,0.089675
2,2015,3,0.096338
2,2016,3,0.084229
2,2017,3,0.088552
2,2018,3,0.10614
2,2019,3,0.086471
2,2020,3,0.069943
2,2021,3,0.066943
2,2022,3,0.069427
1,1952,4,0.000155000000000016
1,1953,4,0.000392999999999977
1,1954,4,0.00239800000000001
1,1955,4,0.003612
1,1956,4,0.002884
1,1957,4,0.002114
1,1958,4,0.00395499999999999
1,1959,4,0.004658
1,1960,4,0.003166
1,1961,4,0.00539600000000001
1,1962,4,0.00493899999999997
1,1963,4,0.00717699999999999
1,1964,4,0.00372600000000001
1,1965,4,0.00865499999999997
1,1966,4,0.010189
1,1967,4,0.00848699999999997
1,1968,4,0.011973
1,1969,4,0.00988600000000001
1,1970,4,0.008907
1,1971,4,0.01545
1,1972,4,0.015509
1,1973,4,0.012553
1,1974,4,0.015873
1,1975,4,0.010409
1,1976,4,0.017172
1,1977,4,0.00660099999999997
1,1978,4,0.00769399999999998
1,1979,4,0.014621
1,1980,4,0.016432
1,1981,4,0.021134
1,1982,4,0.020194
1,1983,4,0.013114
1,1984,4,0.014788
1,1985,4,0.018361
1,1986,4,0.018833
1,1987,4,0.018715
1,1988,4,0.027463
1,1989,4,0.021357
1,1990,4,0.018575
1,1991,4,0.015756
1,1992,4,0.019252
1,1993,4,0.015199
1,1994,4,0.021419
1,1995,4,0.015167
1,1996,4,0.022677
1,1997,4,0.032446
1,1998,4,0.042488
1,1999,4,0.048284
1,2000,4,0.055621
1,2001,4,0.06716
1,2002,4,0.0748
1,2003,4,0.076387
1,2004,4,0.087544
1,2005,4,0.071593
1,2006,4,0.091299
1,2007,4,0.096337
1,2008,4,0.082582
1,2009,4,0.069943
1,2010,4,0.059234
1,2011,4,0.07472
1,2012,4,0.078193
1,2013,4,0.076171
1,2014,4,0.084257
1,2015,4,0.090651
1,2016,4,0.078821
1,2017,4,0.082527
1,2018,4,0.099007
1,2019,4,0.082254
1,2020,4,0.067828
1,2021,4,0.064734
1,2022,4,0.066475
2,1952,4,0.000162999999999969
2,1953,4,0.000402999999999987
2,1954,4,0.00244
2,1955,4,0.00365399999999999
2,1956,4,0.00291399999999997
2,1957,4,0.00218099999999999
2,1958,4,0.004027
2,1959,4,0.004714
2,1960,4,0.00320799999999999
2,1961,4,0.00550400000000001
2,1962,4,0.00500699999999998
2,1963,4,0.00730999999999998
2,1964,4,0.003778
2,1965,4,0.00875199999999998
2,1966,4,0.010297
2,1967,4,0.00858700000000001
2,1968,4,0.012018
2,1969,4,0.009878
2,1970,4,0.00894499999999998
2,1971,4,0.015384
2,1972,4,0.015433
2,1973,4,0.01262
2,1974,4,0.015944
2,1975,4,0.010554
2,1976,4,0.017336
2,1977,4,0.00672999999999996
2,1978,4,0.00783600000000001
2,1979,4,0.014849
2,1980,4,0.016666
2,1981,4,0.021396
2,1982,4,0.020371
2,1983,4,0.013258
2,1984,4,0.014985
2,1985,4,0.018661
2,1986,4,0.019043
2,1987,4,0.01895
2,1988,4,0.027921
2,1989,4,0.021657
2,1990,4,0.018877
2,1991,4,0.015953
2,1992,4,0.019513
2,1993,4,0.01549
2,1994,4,0.021859
2,1995,4,0.015505
2,1996,4,0.023032
2,1997,4,0.032798
2,1998,4,0.043141
2,1999,4,0.049019
2,2000,4,0.056393
2,2001,4,0.06814
2,2002,4,0.076327
2,2003,4,0.077563
2,2004,4,0.089133
2,2005,4,0.072598
2,2006,4,0.092566
2,2007,4,0.097296
2,2008,4,0.08397
2,2009,4,0.071461
2,2010,4,0.060374
2,2011,4,0.076506
2,2012,4,0.079824
2,2013,4,0.077892
2,2014,4,0.086188
2,2015,4,0.092733
2,2016,4,0.080782
2,2017,4,0.084689
2,2018,4,0.101419
2,2019,4,0.084112
2,2020,4,0.068926
2,2021,4,0.06577
2,2022,4,0.06792
1,1952,5,0.000132999999999994
1,1953,5,0.000361
1,1954,5,0.002303
1,1955,5,0.00341599999999997
1,1956,5,0.00272899999999998
1,1957,5,0.00190399999999996
1,1958,5,0.00372600000000001
1,1959,5,0.00435199999999997
1,1960,5,0.00301899999999999
1,1961,5,0.00502399999999997
1,1962,5,0.004803
1,1963,5,0.006776
1,1964,5,0.003585
1,1965,5,0.00850600000000001
1,1966,5,0.00995699999999999
1,1967,5,0.00829299999999999
1,1968,5,0.012051
1,1969,5,0.010155
1,1970,5,0.00903300000000001
1,1971,5,0.01635
1,1972,5,0.016379
1,1973,5,0.01259
1,1974,5,0.015981
1,1975,5,0.010129
1,1976,5,0.016897
1,1977,5,0.00618099999999999
1,1978,5,0.00728099999999998
1,1979,5,0.01398
1,1980,5,0.015848
1,1981,5,0.020673
1,1982,5,0.019919
1,1983,5,0.012858
1,1984,5,0.014434
1,1985,5,0.01751
1,1986,5,0.018299
1,1987,5,0.018187
1,1988,5,0.026134
1,1989,5,0.020447
1,1990,5,0.017703
1,1991,5,0.015244
1,1992,5,0.018834
1,1993,5,0.014349
1,1994,5,0.020016
1,1995,5,0.014129
1,1996,5,0.021555
1,1997,5,0.031798
1,1998,5,0.040856
1,1999,5,0.045948
1,2000,5,0.052307
1,2001,5,0.063058
1,2002,5,0.069674
1,2003,5,0.072164
1,2004,5,0.081298
1,2005,5,0.067744
1,2006,5,0.085256
1,2007,5,0.090855
1,2008,5,0.075634
1,2009,5,0.06248
1,2010,5,0.053863
1,2011,5,0.066853
1,2012,5,0.070637
1,2013,5,0.06875
1,2014,5,0.075295
1,2015,5,0.081341
1,2016,5,0.070694
1,2017,5,0.073392
1,2018,5,0.08769
1,2019,5,0.074614
1,2020,5,0.062278
1,2021,5,0.059426
1,2022,5,0.060439
2,1952,5,0.000155999999999989
2,1953,5,0.000397999999999954
2,1954,5,0.00244299999999997
2,1955,5,0.00355799999999995
2,1956,5,0.00283499999999998
2,1957,5,0.00208999999999998
2,1958,5,0.00394999999999995
2,1959,5,0.00455899999999998
2,1960,5,0.00315299999999996
2,1961,5,0.00533499999999998
2,1962,5,0.00502899999999995
2,1963,5,0.007187
2,1964,5,0.00376399999999999
2,1965,5,0.00887299999999996
2,1966,5,0.010351
2,1967,5,0.00859299999999996
2,1968,5,0.012324
2,1969,5,0.010164
2,1970,5,0.00919099999999995
2,1971,5,0.016122
2,1972,5,0.016152
2,1973,5,0.01292
2,1974,5,0.016336
2,1975,5,0.010534
2,1976,5,0.017431
2,1977,5,0.006546
2,1978,5,0.00772899999999999
2,1979,5,0.014666
2,1980,5,0.016554
2,1981,5,0.02139
2,1982,5,0.020507
2,1983,5,0.013307
2,1984,5,0.015002
2,1985,5,0.018457
2,1986,5,0.018956
2,1987,5,0.018887
2,1988,5,0.027463
2,1989,5,0.021433
2,1990,5,0.018623
2,1991,5,0.015873
2,1992,5,0.019537
2,1993,5,0.0152119999999999
2,1994,5,0.021294
2,1995,5,0.015083
2,1996,5,0.022717
2,1997,5,0.0330839999999999
2,1998,5,0.042896
2,1999,5,0.048398
2,2000,5,0.055091
2,2001,5,0.066351
2,2002,5,0.074029
2,2003,5,0.075633
2,2004,5,0.085938
2,2005,5,0.070819
2,2006,5,0.089108
2,2007,5,0.093897
2,2008,5,0.07979
2,2009,5,0.066992
2,2010,5,0.057251
2,2011,5,0.07187
2,2012,5,0.075376
2,2013,5,0.073491
2,2014,5,0.080785
2,2015,5,0.086981
2,2016,5,0.0759649999999999
2,2017,5,0.0793759999999999
2,2018,5,0.094544
2,2019,5,0.079783
2,2020,5,0.065499
2,2021,5,0.062524
2,2022,5,0.064395
1,1952,6,0.000109999999999999
1,1953,6,0.000317000000000012
1,1954,6,0.002133
1,1955,6,0.00314500000000001
1,1956,6,0.002526
1,1957,6,0.00167100000000001
1,1958,6,0.003413
1,1959,6,0.00395900000000002
1,1960,6,0.002801
1,1961,6,0.00457100000000002
1,1962,6,0.00453400000000001
1,1963,6,0.00621099999999999
1,1964,6,0.00334000000000001
1,1965,6,0.00805200000000003
1,1966,6,0.009408
1,1967,6,0.00788000000000003
1,1968,6,0.011684
1,1969,6,0.010147
1,1970,6,0.00884799999999999
1,1971,6,0.016823
1,1972,6,0.016789
1,1973,6,0.012128
1,1974,6,0.015506
1,1975,6,0.00961100000000001
1,1976,6,0.016142
1,1977,6,0.00565299999999999
1,1978,6,0.00666999999999998
1,1979,6,0.013016
1,1980,6,0.014899
1,1981,6,0.019741
1,1982,6,0.019048
1,1983,6,0.012231
1,1984,6,0.013728
1,1985,6,0.016213
1,1986,6,0.017253
1,1987,6,0.017132
1,1988,6,0.024208
1,1989,6,0.01899
1,1990,6,0.016405
1,1991,6,0.014333
1,1992,6,0.01797
1,1993,6,0.01318
1,1994,6,0.018231
1,1995,6,0.012838
1,1996,6,0.019868
1,1997,6,0.030065
1,1998,6,0.038141
1,1999,6,0.042518
1,2000,6,0.047917
1,2001,6,0.05771
1,2002,6,0.063437
1,2003,6,0.06678
1,2004,6,0.074053
1,2005,6,0.062552
1,2006,6,0.078269
1,2007,6,0.084121
1,2008,6,0.067893
1,2009,6,0.054927
1,2010,6,0.047962
1,2011,6,0.058503
1,2012,6,0.062439
1,2013,6,0.060987
1,2014,6,0.066189
1,2015,6,0.071989
1,2016,6,0.06257
1,2017,6,0.064168
1,2018,6,0.076406
1,2019,6,0.066421
1,2020,6,0.056095
1,2021,6,0.053582
1,2022,6,0.053876
2,1952,6,0.00014900000000001
2,1953,6,0.000390999999999975
2,1954,6,0.00243700000000002
2,1955,6,0.003444
2,1956,6,0.002743
2,1957,6,0.00200600000000001
2,1958,6,0.00386799999999998
2,1959,6,0.00439400000000001
2,1960,6,0.00308399999999998
2,1961,6,0.00515199999999999
2,1962,6,0.00503300000000001
2,1963,6,0.00706099999999998
2,1964,6,0.00374200000000002
2,1965,6,0.00897500000000001
2,1966,6,0.010371
2,1967,6,0.00856099999999999
2,1968,6,0.012566
2,1969,6,0.010373
2,1970,6,0.00937399999999999
2,1971,6,0.016697
2,1972,6,0.016725
2,1973,6,0.013119
2,1974,6,0.016637
2,1975,6,0.010495
2,1976,6,0.017455
2,1977,6,0.00634699999999999
2,1978,6,0.00762299999999999
2,1979,6,0.014436
2,1980,6,0.016406
2,1981,6,0.021247
2,1982,6,0.020512
2,1983,6,0.013285
2,1984,6,0.014973
2,1985,6,0.018248
2,1986,6,0.018761
2,1987,6,0.018718
2,1988,6,0.026949
2,1989,6,0.021168
2,1990,6,0.01833
2,1991,6,0.015757
2,1992,6,0.01951
2,1993,6,0.014942
2,1994,6,0.020762
2,1995,6,0.0147
2,1996,6,0.022415
2,1997,6,0.033255
2,1998,6,0.042638
2,1999,6,0.04782
2,2000,6,0.053926
2,2001,6,0.064652
2,2002,6,0.071907
2,2003,6,0.073676
2,2004,6,0.082981
2,2005,6,0.068906
2,2006,6,0.085766
2,2007,6,0.09044
2,2008,6,0.075821
2,2009,6,0.06312
2,2010,6,0.05441
2,2011,6,0.067492
2,2012,6,0.071079
2,2013,6,0.069396
2,2014,6,0.075928
2,2015,6,0.081848
2,2016,6,0.071788
2,2017,6,0.074799
2,2018,6,0.088602
2,2019,6,0.075853
2,2020,6,0.062132
2,2021,6,0.059446
2,2022,6,0.06107
1,1952,7,9.00000000000067e-05
1,1953,7,0.000270999999999993
1,1954,7,0.001915
1,1955,7,0.00285299999999999
1,1956,7,0.00231100000000001
1,1957,7,0.00144900000000001
1,1958,7,0.00305900000000001
1,1959,7,0.003548
1,1960,7,0.002549
1,1961,7,0.00411400000000001
1,1962,7,0.00417400000000001
1,1963,7,0.00555600000000001
1,1964,7,0.003025
1,1965,7,0.007322
1,1966,7,0.00859400000000002
1,1967,7,0.007295
1,1968,7,0.010874
1,1969,7,0.00984000000000002
1,1970,7,0.00836300000000001
1,1971,7,0.016754
1,1972,7,0.016626
1,1973,7,0.011217
1,1974,7,0.014446
1,1975,7,0.00888700000000001
1,1976,7,0.014988
1,1977,7,0.005107
1,1978,7,0.00592500000000001
1,1979,7,0.011864
1,1980,7,0.013695
1,1981,7,0.018507
1,1982,7,0.0177
1,1983,7,0.011304
1,1984,7,0.012736
1,1985,7,0.014597
1,1986,7,0.015865
1,1987,7,0.0157
1,1988,7,0.021899
1,1989,7,0.017168
1,1990,7,0.014854
1,1991,7,0.013096
1,1992,7,0.016698
1,1993,7,0.011798
1,1994,7,0.016208
