Area,Sex,Yr,Age,B
1,2,2021,3,1751.51
1,2,2022,3,3509.76
1,2,2023,3,2145.67
2,1,1952,3,5303.36
2,1,1953,3,5333.55
2,1,1954,3,5333.41
2,1,1955,3,5329.23
2,1,1956,3,5316.56
2,1,1957,3,5313.89
2,1,1958,3,5318.99
2,1,1959,3,5314.21
2,1,1960,3,5304.52
2,1,1961,3,5310.47
2,1,1962,3,5303.16
2,1,1963,3,5308.64
2,1,1964,3,5297.47
2,1,1965,3,5305
2,1,1966,3,5305.53
2,1,1967,3,5294.68
2,1,1968,3,5289.17
2,1,1969,3,5294.42
2,1,1970,3,5292.92
2,1,1971,3,5298.47
2,1,1972,3,5255.12
2,1,1973,3,5240.65
2,1,1974,3,5238.23
2,1,1975,3,5216.36
2,1,1976,3,5188.96
2,1,1977,3,5151.45
2,1,1978,3,5141.75
2,1,1979,3,5128.89
2,1,1980,3,5074.37
2,1,1981,3,5030.16
2,1,1982,3,4989.62
2,1,1983,3,4966.3
2,1,1984,3,4976.84
2,1,1985,3,4994.07
2,1,1986,3,4921.41
2,1,1987,3,5366.31
2,1,1988,3,4861.15
2,1,1989,3,4553.95
2,1,1990,3,4964.29
2,1,1991,3,5385.13
2,1,1992,3,5819.67
2,1,1993,3,8708.18
2,1,1994,3,4971.83
2,1,1995,3,6345.67
2,1,1996,3,5753.6
2,1,1997,3,6264
2,1,1998,3,4021.06
2,1,1999,3,2896.63
2,1,2000,3,4857.27
2,1,2001,3,5675.57
2,1,2002,3,2231.4
2,1,2003,3,3221.8
2,1,2004,3,5676.03
2,1,2005,3,3099.01
2,1,2006,3,4093.74
2,1,2007,3,4659.29
2,1,2008,3,5157.46
2,1,2009,3,6800.56
2,1,2010,3,3156.49
2,1,2011,3,6918.04
2,1,2012,3,6481.07
2,1,2013,3,5984.11
2,1,2014,3,4281.23
2,1,2015,3,4895.29
2,1,2016,3,3990.32
2,1,2017,3,1543.66
2,1,2018,3,3310.97
2,1,2019,3,1766.77
2,1,2020,3,2933.84
2,1,2021,3,3108.79
2,1,2022,3,6239.06
2,1,2023,3,3844.61
2,2,1952,3,5880.34
2,2,1953,3,5931.13
2,2,1954,3,5930.96
2,2,1955,3,5925.82
2,2,1956,3,5909.47
2,2,1957,3,5905.35
2,2,1958,3,5911.99
2,2,1959,3,5906.86
2,2,1960,3,5894.07
2,2,1961,3,5900.81
2,2,1962,3,5892.65
2,2,1963,3,5899.21
2,2,1964,3,5886.87
2,2,1965,3,5894.97
2,2,1966,3,5896.68
2,2,1967,3,5882.83
2,2,1968,3,5875.17
2,2,1969,3,5881.61
2,2,1970,3,5879.7
2,2,1971,3,5886.92
2,2,1972,3,5837.35
2,2,1973,3,5819.92
2,2,1974,3,5818.5
2,2,1975,3,5794.52
2,2,1976,3,5763.65
2,2,1977,3,5719.4
2,2,1978,3,5708.58
2,2,1979,3,5697.95
2,2,1980,3,5634.91
2,2,1981,3,5582.38
2,2,1982,3,5533.88
2,2,1983,3,5507.27
2,2,1984,3,5522.53
2,2,1985,3,5544.37
2,2,1986,3,5462.56
2,2,1987,3,5951.43
2,2,1988,3,5390.64
2,2,1989,3,5047.55
2,2,1990,3,5501.5
2,2,1991,3,5971.18
2,2,1992,3,6454.95
2,2,1993,3,9660.88
2,2,1994,3,5516.9
2,2,1995,3,7038.32
2,2,1996,3,6380.28
2,2,1997,3,6947.2
2,2,1998,3,4458.25
2,2,1999,3,3209.69
2,2,2000,3,5372.45
2,2,2001,3,6264.67
2,2,2002,3,2458.48
2,2,2003,3,3542.54
2,2,2004,3,6224.78
2,2,2005,3,3392.34
2,2,2006,3,4476.08
2,2,2007,3,5090.41
2,2,2008,3,5601.09
2,2,2009,3,7402.29
2,2,2010,3,3451.38
2,2,2011,3,7576.95
2,2,2012,3,7103.48
2,2,2013,3,6541.78
2,2,2014,3,4678.22
2,2,2015,3,5346.77
2,2,2016,3,4347.01
2,2,2017,3,1682.61
2,2,2018,3,3613.17
2,2,2019,3,1923.8
2,2,2020,3,3192.32
2,2,2021,3,3391.29
2,2,2022,3,6827.14
2,2,2023,3,4211.6
1,1,1952,4,3148.38
1,1,1953,4,3160.59
1,1,1954,4,3157.36
1,1,1955,4,3143.22
1,1,1956,4,3138.81
1,1,1957,4,3140.91
1,1,1958,4,3142.36
1,1,1959,4,3133.2
1,1,1960,4,3129.02
1,1,1961,4,3130.04
1,1,1962,4,3127.68
1,1,1963,4,3110.27
1,1,1964,4,3093.53
1,1,1965,4,3095.69
1,1,1966,4,3067.21
1,1,1967,4,3042.28
1,1,1968,4,3042.96
1,1,1969,4,3017.72
1,1,1970,4,3018.7
1,1,1971,4,3020.96
1,1,1972,4,2997.36
1,1,1973,4,2949.23
1,1,1974,4,2933.47
1,1,1975,4,2916.55
1,1,1976,4,2942.82
1,1,1977,4,2927.38
1,1,1978,4,2966.65
1,1,1979,4,2972.06
1,1,1980,4,2950.81
1,1,1981,4,2895.51
1,1,1982,4,2841.06
1,1,1983,4,2804
1,1,1984,4,2809
1,1,1985,4,2817.8
1,1,1986,4,2816.1
1,1,1987,4,2779.17
1,1,1988,4,3042.81
1,1,1989,4,2737.28
1,1,1990,4,2567.12
1,1,1991,4,2810.19
1,1,1992,4,3069.52
1,1,1993,4,3301
1,1,1994,4,4953.91
1,1,1995,4,2824.26
1,1,1996,4,3645.41
1,1,1997,4,3264.83
1,1,1998,4,3425.62
1,1,1999,4,2122.47
1,1,2000,4,1511.58
1,1,2001,4,2538.01
1,1,2002,4,2979.84
1,1,2003,4,1183.42
1,1,2004,4,1739.4
1,1,2005,4,3122.66
1,1,2006,4,1761.9
1,1,2007,4,2351.65
1,1,2008,4,2787.17
1,1,2009,4,3135.27
1,1,2010,4,4099.48
1,1,2011,4,1887.61
1,1,2012,4,4043.33
1,1,2013,4,3804.51
1,1,2014,4,3547.54
1,1,2015,4,2553.43
1,1,2016,4,2966.97
1,1,2017,4,2456.78
1,1,2018,4,935.575
1,1,2019,4,1984.73
1,1,2020,4,1071.98
1,1,2021,4,1782.65
1,1,2022,4,1876.6
1,1,2023,4,3724.44
1,2,1952,4,3103.8
1,2,1953,4,3119.05
1,2,1954,4,3115.81
1,2,1955,4,3101.62
1,2,1956,4,3096.85
1,2,1957,4,3097.86
1,2,1958,4,3099.33
1,2,1959,4,3090.92
1,2,1960,4,3086.42
1,2,1961,4,3086.43
1,2,1962,4,3084.42
1,2,1963,4,3067.34
1,2,1964,4,3049.84
1,2,1965,4,3050.89
1,2,1966,4,3022.34
1,2,1967,4,2998.2
1,2,1968,4,2995.44
1,2,1969,4,2970.11
1,2,1970,4,2972.06
1,2,1971,4,2971.16
1,2,1972,4,2950.19
1,2,1973,4,2902.18
1,2,1974,4,2882.93
1,2,1975,4,2865.91
1,2,1976,4,2892.47
1,2,1977,4,2876.89
1,2,1978,4,2918.49
1,2,1979,4,2922.55
1,2,1980,4,2906.74
1,2,1981,4,2850.75
1,2,1982,4,2794.77
1,2,1983,4,2755.74
1,2,1984,4,2759.45
1,2,1985,4,2768.32
1,2,1986,4,2769.46
1,2,1987,4,2732.59
1,2,1988,4,2988.9
1,2,1989,4,2690.27
1,2,1990,4,2522.15
1,2,1991,4,2757.83
1,2,1992,4,3014.58
1,2,1993,4,3244.92
1,2,1994,4,4868.67
1,2,1995,4,2774.65
1,2,1996,4,3583.26
1,2,1997,4,3208.09
1,2,1998,4,3367.36
1,2,1999,4,2081.32
1,2,2000,4,1477.27
1,2,2001,4,2476.79
1,2,2002,4,2904.17
1,2,2003,4,1152.71
1,2,2004,4,1693.6
1,2,2005,4,3037.19
1,2,2006,4,1715.61
1,2,2007,4,2291.39
1,2,2008,4,2719.4
1,2,2009,4,3061.96
1,2,2010,4,4007.05
1,2,2011,4,1846.25
1,2,2012,4,3954.72
1,2,2013,4,3720.73
1,2,2014,4,3466.17
1,2,2015,4,2494.35
1,2,2016,4,2899.55
1,2,2017,4,2400.08
1,2,2018,4,914.074
1,2,2019,4,1938.46
1,2,2020,4,1045.79
1,2,2021,4,1737.7
1,2,2022,4,1830.74
1,2,2023,4,3645.01
2,1,1952,4,5917.09
2,1,1953,4,5942.73
2,1,1954,4,5942.52
2,1,1955,4,5936.23
2,1,1956,4,5913.6
2,1,1957,4,5903.3
2,1,1958,4,5909.93
2,1,1959,4,5907.29
2,1,1960,4,5890.34
2,1,1961,4,5892.1
2,1,1962,4,5884.36
2,1,1963,4,5893.66
2,1,1964,4,5881.65
2,1,1965,4,5888.43
2,1,1966,4,5890.49
2,1,1967,4,5875.9
2,1,1968,4,5860.76
2,1,1969,4,5866.64
2,1,1970,4,5864.38
2,1,1971,4,5872.79
2,1,1972,4,5860.91
2,1,1973,4,5809.63
2,1,1974,4,5810.91
2,1,1975,4,5794.91
2,1,1976,4,5766.94
2,1,1977,4,5716.86
2,1,1978,4,5702.42
2,1,1979,4,5701.63
2,1,1980,4,5648.93
2,1,1981,4,5587.69
2,1,1982,4,5516.21
2,1,1983,4,5482.45
2,1,1984,4,5482.64
2,1,1985,4,5489.62
2,1,1986,4,5493.61
2,1,1987,4,5399.12
2,1,1988,4,5889.17
2,1,1989,4,5287.83
2,1,1990,4,4994.45
2,1,1991,4,5445.06
2,1,1992,4,5927.29
2,1,1993,4,6392.32
2,1,1994,4,9587.82
2,1,1995,4,5434.56
2,1,1996,4,6975.57
2,1,1997,4,6304.6
2,1,1998,4,6866.01
2,1,1999,4,4345.69
2,1,2000,4,3110.45
2,1,2001,4,5162.63
2,1,2002,4,5930.31
2,1,2003,4,2308.11
2,1,2004,4,3318.07
2,1,2005,4,5716.68
2,1,2006,4,3199.12
2,1,2007,4,4048.9
2,1,2008,4,4582.46
2,1,2009,4,5164.2
2,1,2010,4,6917.38
2,1,2011,4,3277.23
2,1,2012,4,7018.42
2,1,2013,4,6545.89
2,1,2014,4,6046.27
2,1,2015,4,4261.37
2,1,2016,4,4819.78
2,1,2017,4,4006.63
2,1,2018,4,1545.46
2,1,2019,4,3231.77
2,1,2020,4,1781.19
2,1,2021,4,2996.38
2,1,2022,4,3188.63
2,1,2023,4,6400
2,2,1952,4,5833.3
2,2,1953,4,5864.65
2,2,1954,4,5864.44
2,2,1955,4,5858.12
2,2,1956,4,5834.86
2,2,1957,4,5822.69
2,2,1958,4,5828.29
2,2,1959,4,5826.49
2,2,1960,4,5809.69
2,2,1961,4,5809.61
2,2,1962,4,5801.86
2,2,1963,4,5811.41
2,2,1964,4,5799.72
2,2,1965,4,5806.71
2,2,1966,4,5808.43
2,2,1967,4,5794.76
2,2,1968,4,5777.83
2,2,1969,4,5782.37
2,2,1970,4,5780.38
2,2,1971,4,5788.67
2,2,1972,4,5777.08
2,2,1973,4,5725.32
2,2,1974,4,5725.78
2,2,1975,4,5710.89
2,2,1976,4,5683.8
2,2,1977,4,5633.53
2,2,1978,4,5617.5
2,2,1979,4,5617.1
2,2,1980,4,5567.87
2,2,1981,4,5505.16
2,2,1982,4,5430.24
2,2,1983,4,5393.73
2,2,1984,4,5394.02
2,2,1985,4,5404.44
2,2,1986,4,5411.11
2,2,1987,4,5315.85
2,2,1988,4,5793.58
2,2,1989,4,5200.98
2,2,1990,4,4911.2
2,2,1991,4,5353.55
2,2,1992,4,5831.05
2,2,1993,4,6290.02
2,2,1994,4,9437.69
2,2,1995,4,5349.88
2,2,1996,4,6864.62
2,2,1997,4,6203
2,2,1998,4,6756.1
2,2,1999,4,4274.3
2,2,2000,4,3057.44
2,2,2001,4,5064.6
2,2,2002,4,5804.82
2,2,2003,4,2254.82
2,2,2004,4,3233.62
2,2,2005,4,5556.09
2,2,2006,4,3103.2
2,2,2007,4,3920.97
2,2,2008,4,4429.95
2,2,2009,4,4966.65
2,2,2010,4,6673.63
2,2,2011,4,3176.79
2,2,2012,4,6813.22
2,2,2013,4,6357.58
2,2,2014,4,5857.64
2,2,2015,4,4126.52
2,2,2016,4,4663.41
2,2,2017,4,3869.13
2,2,2018,4,1493.2
2,2,2019,4,3124.93
2,2,2020,4,1718.94
2,2,2021,4,2888.57
2,2,2022,4,3082.96
2,2,2023,4,6206.91
1,1,1952,5,3490.7
1,1,1953,5,3500.89
1,1,1954,5,3497.26
1,1,1955,5,3481.3
1,1,1956,5,3474.07
1,1,1957,5,3471.51
1,1,1958,5,3469.64
1,1,1959,5,3462.92
1,1,1960,5,3459.09
1,1,1961,5,3455.56
1,1,1962,5,3450.62
1,1,1963,5,3433.28
1,1,1964,5,3412.36
1,1,1965,5,3408.15
1,1,1966,5,3370.98
1,1,1967,5,3343.97
1,1,1968,5,3337.26
1,1,1969,5,3293.8
1,1,1970,5,3298.04
1,1,1971,5,3295.77
1,1,1972,5,3263.81
1,1,1973,5,3240.39
1,1,1974,5,3193.46
1,1,1975,5,3161.92
1,1,1976,5,3194.58
1,1,1977,5,3181.99
1,1,1978,5,3229.81
1,1,1979,5,3247.83
1,1,1980,5,3232.77
1,1,1981,5,3194.52
1,1,1982,5,3123.09
1,1,1983,5,3062.36
1,1,1984,5,3054.82
1,1,1985,5,3049.95
1,1,1986,5,3040.5
1,1,1987,5,3055.15
1,1,1988,5,3012.62
1,1,1989,5,3266.7
1,1,1990,5,2943.22
1,1,1991,5,2782.67
1,1,1992,5,3051.31
1,1,1993,5,3312.46
1,1,1994,5,3583.66
1,1,1995,5,5353.58
1,1,1996,5,3073.62
1,1,1997,5,3905.5
1,1,1998,5,3403.71
1,1,1999,5,3561.76
1,1,2000,5,2197.35
1,1,2001,5,1563.05
1,1,2002,5,2619.63
1,1,2003,5,3053.81
1,1,2004,5,1222.16
1,1,2005,5,1802.9
1,1,2006,5,3248.5
1,1,2007,5,1865.02
1,1,2008,5,2481.77
1,1,2009,5,2928.01
1,1,2010,5,3301.87
1,1,2011,5,4319.45
1,1,2012,5,1981.11
1,1,2013,5,4241.85
1,1,2014,5,4002.96
1,1,2015,5,3728.04
1,1,2016,5,2680.79
1,1,2017,5,3103.37
1,1,2018,5,2554.59
1,1,2019,5,970.23
1,1,2020,5,2051.6
1,1,2021,5,1135.03
1,1,2022,5,1889.49
1,1,2023,5,1978.19
1,2,1952,5,3047.36
1,2,1953,5,3056.5
1,2,1954,5,3053.31
1,2,1955,5,3039.13
1,2,1956,5,3032.82
1,2,1957,5,3030.12
1,2,1958,5,3027.27
1,2,1959,5,3021.39
1,2,1960,5,3018.8
1,2,1961,5,3015.38
1,2,1962,5,3009.77
1,2,1963,5,2995.1
1,2,1964,5,2976.89
1,2,1965,5,2972.5
1,2,1966,5,2938.87
1,2,1967,5,2914.86
1,2,1968,5,2909.61
1,2,1969,5,2868.54
1,2,1970,5,2871.84
1,2,1971,5,2870.67
1,2,1972,5,2839.87
1,2,1973,5,2821.84
1,2,1974,5,2780.12
1,2,1975,5,2749.43
1,2,1976,5,2777.6
1,2,1977,5,2767.12
1,2,1978,5,2808.47
1,2,1979,5,2826.66
1,2,1980,5,2812.21
1,2,1981,5,2783.21
1,2,1982,5,2719.29
1,2,1983,5,2664.59
1,2,1984,5,2655.92
1,2,1985,5,2650.26
1,2,1986,5,2642.47
1,2,1987,5,2658.08
1,2,1988,5,2620.57
1,2,1989,5,2838.61
1,2,1990,5,2558.91
1,2,1991,5,2418.49
1,2,1992,5,2649.48
1,2,1993,5,2878.31
1,2,1994,5,3116.5
1,2,1995,5,4654.68
1,2,1996,5,2671.63
1,2,1997,5,3396.15
1,2,1998,5,2958.58
1,2,1999,5,3097.12
1,2,2000,5,1906.18
1,2,2001,5,1351.68
1,2,2002,5,2261.79
1,2,2003,5,2633.08
1,2,2004,5,1053.03
1,2,2005,5,1552.67
1,2,2006,5,2794.24
1,2,2007,5,1605.76
1,2,2008,5,2137.91
1,2,2009,5,2525.05
1,2,2010,5,2848.65
1,2,2011,5,3729.91
1,2,2012,5,1711.56
1,2,2013,5,3666.09
1,2,2014,5,3459.5
1,2,2015,5,3219.32
1,2,2016,5,2314.41
1,2,2017,5,2680.32
1,2,2018,5,2205.14
1,2,2019,5,837.464
1,2,2020,5,1770.7
1,2,2021,5,978.683
1,2,2022,5,1627.8
1,2,2023,5,1705.55
2,1,1952,5,6010.65
2,1,1953,5,6030.63
2,1,1954,5,6030.42
2,1,1955,5,6023.71
2,1,1956,5,5998.09
2,1,1957,5,5979.32
2,1,1958,5,5979.89
2,1,1959,5,5977.67
2,1,1960,5,5962.57
2,1,1961,5,5958.11
2,1,1962,5,5944.98
2,1,1963,5,5956.09
2,1,1964,5,5947.59
2,1,1965,5,5954.16
2,1,1966,5,5954.58
2,1,1967,5,5939.92
2,1,1968,5,5921.41
2,1,1969,5,5917.69
2,1,1970,5,5912.62
2,1,1971,5,5922.58
2,1,1972,5,5905.43
2,1,1973,5,5891.72
2,1,1974,5,5862.9
2,1,1975,5,5849.5
2,1,1976,5,5832.1
2,1,1977,5,5782.11
2,1,1978,5,5761.4
2,1,1979,5,5759.36
2,1,1980,5,5717.02
2,1,1981,5,5662.89
2,1,1982,5,5573.3
2,1,1983,5,5513.01
2,1,1984,5,5508.29
2,1,1985,5,5504.2
2,1,1986,5,5499.36
2,1,1987,5,5483.03
2,1,1988,5,5391.52
2,1,1989,5,5831.98
2,1,1990,5,5281.73
2,1,1991,5,4988.8
2,1,1992,5,5457.04
2,1,1993,5,5927.83
2,1,1994,5,6412.43
2,1,1995,5,9549.37
2,1,1996,5,5443.43
2,1,1997,5,6965.62
2,1,1998,5,6295.88
2,1,1999,5,6765.61
2,1,2000,5,4255.77
2,1,2001,5,3014.52
2,1,2002,5,4919.44
2,1,2003,5,5603.01
2,1,2004,5,2164.71
2,1,2005,5,3048.54
2,1,2006,5,5367.1
2,1,2007,5,2876.07
2,1,2008,5,3604.3
2,1,2009,5,4176.58
2,1,2010,5,4800.87
2,1,2011,5,6552.09
2,1,2012,5,3037.28
2,1,2013,5,6468.99
2,1,2014,5,6039.37
2,1,2015,5,5505.25
2,1,2016,5,3836.13
2,1,2017,5,4431.63
2,1,2018,5,3676.71
2,1,2019,5,1382.61
2,1,2020,5,2978.95
2,1,2021,5,1656.42
2,1,2022,5,2800.63
2,1,2023,5,2984.16
2,2,1952,5,5247.27
2,2,1953,5,5265.25
2,2,1954,5,5265.06
2,2,1955,5,5259.14
2,2,1956,5,5236.45
2,2,1957,5,5219.37
2,2,1958,5,5217.96
2,2,1959,5,5215.16
2,2,1960,5,5202.68
2,2,1961,5,5198.82
2,2,1962,5,5185.52
2,2,1963,5,5195.27
2,2,1964,5,5187.71
2,2,1965,5,5194.05
2,2,1966,5,5194.55
2,2,1967,5,5181.41
2,2,1968,5,5165.8
2,2,1969,5,5161.18
2,2,1970,5,5156
2,2,1971,5,5164.64
2,2,1972,5,5150.61
2,2,1973,5,5138.55
2,2,1974,5,5111.43
2,2,1975,5,5098.81
2,2,1976,5,5083.81
2,2,1977,5,5040.67
2,2,1978,5,5021.97
2,2,1979,5,5018.63
2,2,1980,5,4981.59
2,2,1981,5,4937.2
2,2,1982,5,4857.06
2,2,1983,5,4800.71
2,2,1984,5,4793.62
2,2,1985,5,4790.08
2,2,1986,5,4788.11
2,2,1987,5,4776.75
2,2,1988,5,4694.86
2,2,1989,5,5072.73
2,2,1990,5,4594.25
2,2,1991,5,4338.37
2,2,1992,5,4745.3
2,2,1993,5,5157.18
2,2,1994,5,5580.09
2,2,1995,5,8310.97
2,2,1996,5,4738.45
2,2,1997,5,6061.51
2,2,1998,5,5477.75
2,2,1999,5,5884.44
2,2,2000,5,3699.48
2,2,2001,5,2618.56
2,2,2002,5,4263.75
2,2,2003,5,4841.34
2,2,2004,5,1867.85
2,2,2005,5,2622.27
2,2,2006,5,4608.43
2,2,2007,5,2463.33
2,2,2008,5,3083.15
2,2,2009,5,3564.11
2,2,2010,5,4075.45
2,2,2011,5,5584.1
2,2,2012,5,2598.65
2,2,2013,5,5543.15
2,2,2014,5,5176.61
2,2,2015,5,4704.25
2,2,2016,5,3275.44
2,2,2017,5,3781.67
2,2,2018,5,3130.56
2,2,2019,5,1177.36
2,2,2020,5,2541.22
2,2,2021,5,1411.75
2,2,2022,5,2384.8
2,2,2023,5,2547.2
1,1,1952,6,3613.69
1,1,1953,6,3621.78
1,1,1954,6,3618.38
1,1,1955,6,3602.65
1,1,1956,6,3593.98
1,1,1957,6,3589.06
1,1,1958,6,3582.71
1,1,1959,6,3572.41
1,1,1960,6,3571.08
1,1,1961,6,3568.25
1,1,1962,6,3559.69
1,1,1963,6,3539.05
1,1,1964,6,3519.23
1,1,1965,6,3511.88
1,1,1966,6,3468.76
1,1,1967,6,3435.32
1,1,1968,6,3427.75
1,1,1969,6,3377.19
1,1,1970,6,3365.25
1,1,1971,6,3365.85
1,1,1972,6,3330.04
1,1,1973,6,3298.45
1,1,1974,6,3280.84
1,1,1975,6,3218.97
1,1,1976,6,3239.05
1,1,1977,6,3232.11
1,1,1978,6,3283.62
1,1,1979,6,3307.14
1,1,1980,6,3304.77
1,1,1981,6,3274.71
1,1,1982,6,3224.13
1,1,1983,6,3147.99
1,1,1984,6,3118.71
1,1,1985,6,3102.44
1,1,1986,6,3079.23
1,1,1987,6,3085.39
1,1,1988,6,3096.27
1,1,1989,6,3025.37
1,1,1990,6,3284.79
1,1,1991,6,2982.67
1,1,1992,6,2824.57
1,1,1993,6,3078.51
1,1,1994,6,3362.06
1,1,1995,6,3621.78
1,1,1996,6,5448.77
1,1,1997,6,3080.05
1,1,1998,6,3809.34
1,1,1999,6,3309.92
1,1,2000,6,3451.6
1,1,2001,6,2129.65
1,1,2002,6,1513.69
1,1,2003,6,2517.54
1,1,2004,6,2957.83
1,1,2005,6,1186.47
1,1,2006,6,1756.28
1,1,2007,6,3215.56
1,1,2008,6,1839.37
1,1,2009,6,2435.84
1,1,2010,6,2878.47
1,1,2011,6,3246.82
1,1,2012,6,4240.11
1,1,2013,6,1943.74
1,1,2014,6,4174.03
1,1,2015,6,3931.36
1,1,2016,6,3658.48
1,1,2017,6,2619.39
1,1,2018,6,3014.49
1,1,2019,6,2476.06
1,1,2020,6,937.019
1,1,2021,6,2026.71
1,1,2022,6,1121.93
1,1,2023,6,1859.07
1,2,1952,6,2800.43
1,2,1953,6,2805.59
1,2,1954,6,2802.81
1,2,1955,6,2790.01
1,2,1956,6,2783.65
1,2,1957,6,2779.8
1,2,1958,6,2774.06
1,2,1959,6,2764.82
1,2,1960,6,2764.15
1,2,1961,6,2762.65
1,2,1962,6,2754.98
1,2,1963,6,2737.96
1,2,1964,6,2722.92
1,2,1965,6,2717.78
1,2,1966,6,2682.78
1,2,1967,6,2655.89
1,2,1968,6,2650.27
1,2,1969,6,2610.9
1,2,1970,6,2599.57
1,2,1971,6,2599.5
1,2,1972,6,2571.67
1,2,1973,6,2545.72
1,2,1974,6,2533.39
1,2,1975,6,2484.87
1,2,1976,6,2498.45
1,2,1977,6,2492
1,2,1978,6,2533.21
1,2,1979,6,2550.76
1,2,1980,6,2550.1
1,2,1981,6,2525.06
1,2,1982,6,2488.85
1,2,1983,6,2429.61
1,2,1984,6,2406.36
1,2,1985,6,2391.13
1,2,1986,6,2371.93
1,2,1987,6,2377.92
1,2,1988,6,2389.03
1,2,1989,6,2333.07
1,2,1990,6,2530.77
1,2,1991,6,2299.35
1,2,1992,6,2177.38
1,2,1993,6,2370.96
1,2,1994,6,2590.96
1,2,1995,6,2792.78
1,2,1996,6,4201.63
1,2,1997,6,2373.77
1,2,1998,6,2935.22
1,2,1999,6,2549.28
1,2,2000,6,2658.07
1,2,2001,6,1636.43
1,2,2002,6,1159.39
1,2,2003,6,1925.37
1,2,2004,6,2258.75
1,2,2005,6,905.662
1,2,2006,6,1339.76
1,2,2007,6,2451.06
1,2,2008,6,1403.19
1,2,2009,6,1858.56
1,2,2010,6,2197.55
1,2,2011,6,2478.29
1,2,2012,6,3236.21
1,2,2013,6,1485.54
1,2,2014,6,3192.02
1,2,2015,6,3008.2
1,2,2016,6,2796.68
1,2,2017,6,2002.19
1,2,2018,6,2304.25
1,2,2019,6,1890.48
1,2,2020,6,715.657
1,2,2021,6,1549.49
1,2,2022,6,856.836
1,2,2023,6,1417.84
2,1,1952,6,5747.38
2,1,1953,6,5762.15
2,1,1954,6,5761.96
2,1,1955,6,5755.71
2,1,1956,6,5731.74
2,1,1957,6,5710.81
2,1,1958,6,5703.88
2,1,1959,6,5696
2,1,1960,6,5682.77
2,1,1961,6,5679.36
2,1,1962,6,5661.57
2,1,1963,6,5666.54
2,1,1964,6,5662.13
2,1,1965,6,5669.97
2,1,1966,6,5670.32
2,1,1967,6,5654.68
2,1,1968,6,5636.69
2,1,1969,6,5628.73
2,1,1970,6,5611.77
2,1,1971,6,5620.45
2,1,1972,6,5598.2
2,1,1973,6,5581.97
2,1,1974,6,5597.2
2,1,1975,6,5555.62
2,1,1976,6,5543.24
2,1,1977,6,5505.71
2,1,1978,6,5487.1
2,1,1979,6,5480.45
2,1,1980,6,5439.66
2,1,1981,6,5397.77
2,1,1982,6,5317.53
2,1,1983,6,5244.71
2,1,1984,6,5215.83
2,1,1985,6,5207.09
2,1,1986,6,5196.1
2,1,1987,6,5169.6
2,1,1988,6,5158.03
2,1,1989,6,5035.03
2,1,1990,6,5491.51
2,1,1991,6,4972.67
2,1,1992,6,4710.65
2,1,1993,6,5141.63
2,1,1994,6,5605.35
2,1,1995,6,6024.28
2,1,1996,6,9017.27
2,1,1997,6,5126.13
2,1,1998,6,6558.26
2,1,1999,6,5856.99
2,1,2000,6,6259.05
2,1,2001,6,3899.64
2,1,2002,6,2717.5
2,1,2003,6,4405.11
2,1,2004,6,4971.4
2,1,2005,6,1887.54
2,1,2006,6,2707.1
2,1,2007,6,4573.27
2,1,2008,6,2422.83
2,1,2009,6,3119.4
2,1,2010,6,3692.32
2,1,2011,6,4311.99
2,1,2012,6,5770.72
2,1,2013,6,2659.89
2,1,2014,6,5670.15
2,1,2015,6,5238.18
2,1,2016,6,4721.53
2,1,2017,6,3358.57
2,1,2018,6,3878.74
2,1,2019,6,3143.58
2,1,2020,6,1212.8
2,1,2021,6,2626.81
2,1,2022,6,1467.68
2,1,2023,6,2487.53
2,2,1952,6,4453.93
2,2,1953,6,4463.87
2,2,1954,6,4463.72
2,2,1955,6,4458.72
2,2,1956,6,4439.51
2,2,1957,6,4423.33
2,2,1958,6,4417.19
2,2,1959,6,4409.35
2,2,1960,6,4398.12
2,2,1961,6,4396.57
2,2,1962,6,4382.31
2,2,1963,6,4385.09
2,2,1964,6,4380.49
2,2,1965,6,4387.57
2,2,1966,6,4388.05
2,2,1967,6,4375.85
2,2,1968,6,4361.66
2,2,1969,6,4356.92
2,2,1970,6,4343.81
2,2,1971,6,4349.02
2,2,1972,6,4335.27
2,2,1973,6,4322.48
2,2,1974,6,4331.1
2,2,1975,6,4297.05
2,2,1976,6,4285.49
2,2,1977,6,4256.62
2,2,1978,6,4242.74
2,2,1979,6,4236.81
2,2,1980,6,4203.33
2,2,1981,6,4171.39
2,2,1982,6,4112.54
2,2,1983,6,4054.32
2,2,1984,6,4028.7
2,2,1985,6,4019.49
2,2,1986,6,4008.68
2,2,1987,6,3991.14
2,2,1988,6,3984.11
2,2,1989,6,3884.17
2,2,1990,6,4233.58
2,2,1991,6,3833.96
2,2,1992,6,3632.08
2,2,1993,6,3963.73
2,2,1994,6,4322.43
2,2,1995,6,4644.01
2,2,1996,6,6954.89
2,2,1997,6,3953.87
2,2,1998,6,5057.61
2,2,1999,6,4510.8
2,2,2000,6,4817.03
2,2,2001,6,2997.88
2,2,2002,6,2086.14
2,2,2003,6,3368.23
2,2,2004,6,3794.87
2,2,2005,6,1435.74
2,2,2006,6,2057.89
2,2,2007,6,3464.21
2,2,2008,6,1832.78
2,2,2009,6,2352.5
2,2,2010,6,2776.94
2,2,2011,6,3233.66
2,2,2012,6,4335.76
